atID,logFC,P-value,FDR,type,key
AT2G33770,-0.78,0.000229253,0.001184494,+Al/+Pi_pH6_wild-type,stop1
AT1G04900,-0.78,2.00671E-06,1.62138E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G74300,-0.78,0.000413789,0.002004734,+Al/+Pi_pH6_wild-type,stop1
AT4G30330,-0.78,0.000540411,0.002530085,+Al/+Pi_pH6_wild-type,stop1
AT2G33847,-0.78,0.0069192,0.023326349,+Al/+Pi_pH6_wild-type,stop1
AT5G64680,-0.78,5.81854E-07,5.1802E-06,+Al/+Pi_pH6_wild-type,stop1
AT2G45080,-0.78,0.00405641,0.014711758,+Al/+Pi_pH6_wild-type,stop1
AT2G18290,-0.78,3.27883E-05,0.000209407,+Al/+Pi_pH6_wild-type,stop1
AT2G01670,-0.78,5.02337E-06,3.77954E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G27030,-0.78,0.000689583,0.00314355,+Al/+Pi_pH6_wild-type,stop1
AT1G71730,-0.78,4.90201E-05,0.000299242,+Al/+Pi_pH6_wild-type,stop1
AT2G34940,-0.78,0.001638441,0.006738962,+Al/+Pi_pH6_wild-type,stop1
AT2G43100,-0.78,1.4692E-05,0.00010062,+Al/+Pi_pH6_wild-type,stop1
AT1G29280,-0.78,1.19178E-06,1.00008E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G47890,-0.78,8.74457E-05,0.000503453,+Al/+Pi_pH6_wild-type,stop1
AT1G57660,-0.78,1.78622E-05,0.000120625,+Al/+Pi_pH6_wild-type,stop1
AT5G18800,-0.78,8.5661E-05,0.00049471,+Al/+Pi_pH6_wild-type,stop1
AT3G10010,-0.78,0.009065224,0.029171335,+Al/+Pi_pH6_wild-type,stop1
AT3G07980,-0.78,0.000666026,0.003047713,+Al/+Pi_pH6_wild-type,stop1
AT1G60160,-0.78,0.003635877,0.013433366,+Al/+Pi_pH6_wild-type,stop1
AT5G42250,-0.78,0.000296974,0.001484509,+Al/+Pi_pH6_wild-type,stop1
AT5G62900,-0.78,0.000242752,0.001244181,+Al/+Pi_pH6_wild-type,stop1
AT3G47370,-0.78,0.000142149,0.00077551,+Al/+Pi_pH6_wild-type,stop1
AT5G46580,-0.78,0.001337658,0.005640228,+Al/+Pi_pH6_wild-type,stop1
AT5G54240,-0.78,0.005119408,0.01800067,+Al/+Pi_pH6_wild-type,stop1
AT2G16650,-0.78,0.000231964,0.001196382,+Al/+Pi_pH6_wild-type,stop1
AT4G32690,-0.78,0.000613995,0.002836919,+Al/+Pi_pH6_wild-type,stop1
AT4G10100,-0.78,0.001020809,0.004438771,+Al/+Pi_pH6_wild-type,stop1
AT4G14870,-0.78,0.01119903,0.034763231,+Al/+Pi_pH6_wild-type,stop1
AT2G28740,-0.79,0.000258179,0.001314356,+Al/+Pi_pH6_wild-type,stop1
AT3G62810,-0.79,7.34715E-05,0.000431255,+Al/+Pi_pH6_wild-type,stop1
AT5G07680,-0.79,0.000121319,0.0006729,+Al/+Pi_pH6_wild-type,stop1
AT1G35580,-0.79,3.07208E-06,2.41074E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G37120,-0.79,0.000364396,0.001790031,+Al/+Pi_pH6_wild-type,stop1
AT3G15240,-0.79,2.55143E-06,2.03022E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G30880,-0.79,1.94055E-05,0.000129985,+Al/+Pi_pH6_wild-type,stop1
AT4G05070,-0.79,0.000782899,0.003523389,+Al/+Pi_pH6_wild-type,stop1
AT4G16490,-0.79,8.12111E-06,5.86636E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G59690,-0.79,0.00028476,0.001434578,+Al/+Pi_pH6_wild-type,stop1
AT4G01720,-0.79,3.76277E-05,0.000236329,+Al/+Pi_pH6_wild-type,stop1
AT4G27860,-0.79,1.25802E-05,8.75945E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G66240,-0.79,0.000360432,0.001773116,+Al/+Pi_pH6_wild-type,stop1
AT3G17090,-0.79,3.65213E-06,2.81728E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G28550,-0.79,6.16964E-07,5.45479E-06,+Al/+Pi_pH6_wild-type,stop1
AT2G29620,-0.79,0.005143313,0.018075401,+Al/+Pi_pH6_wild-type,stop1
AT3G32030,-0.79,0.014092344,0.042108187,+Al/+Pi_pH6_wild-type,stop1
AT5G67490,-0.79,0.000245195,0.001254185,+Al/+Pi_pH6_wild-type,stop1
AT2G37660,-0.79,0.004135078,0.014937706,+Al/+Pi_pH6_wild-type,stop1
AT3G16310,-0.79,1.31311E-05,9.10582E-05,+Al/+Pi_pH6_wild-type,stop1
AT4G18070,-0.79,2.53349E-07,2.41763E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G16080,-0.79,0.000177766,0.000945714,+Al/+Pi_pH6_wild-type,stop1
AT5G08040,-0.79,0.006236929,0.021289468,+Al/+Pi_pH6_wild-type,stop1
AT4G26230,-0.79,4.7734E-05,0.000292089,+Al/+Pi_pH6_wild-type,stop1
AT4G22930,-0.79,3.68945E-06,2.84178E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G37190,-0.79,3.86372E-05,0.000241852,+Al/+Pi_pH6_wild-type,stop1
AT3G61190,-0.79,0.003595794,0.01330691,+Al/+Pi_pH6_wild-type,stop1
AT3G61110,-0.79,0.00048316,0.002297284,+Al/+Pi_pH6_wild-type,stop1
AT2G30520,-0.79,4.01243E-06,3.06859E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G49910,-0.79,0.000128318,0.000707879,+Al/+Pi_pH6_wild-type,stop1
AT1G48200,-0.79,2.0818E-05,0.000138535,+Al/+Pi_pH6_wild-type,stop1
AT1G09690,-0.79,5.68369E-05,0.000341155,+Al/+Pi_pH6_wild-type,stop1
AT1G04640,-0.79,0.002964139,0.011273319,+Al/+Pi_pH6_wild-type,stop1
AT5G64816,-0.79,0.000297313,0.001485836,+Al/+Pi_pH6_wild-type,stop1
AT1G28395,-0.79,4.23053E-05,0.000262057,+Al/+Pi_pH6_wild-type,stop1
AT1G65960,-0.79,2.56333E-06,2.0389E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G27210,-0.80,6.75422E-07,5.92552E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G64140,-0.80,0.001055889,0.004577684,+Al/+Pi_pH6_wild-type,stop1
AT2G47360,-0.80,1.45751E-05,9.99868E-05,+Al/+Pi_pH6_wild-type,stop1
AT4G15000,-0.80,0.000298318,0.001490132,+Al/+Pi_pH6_wild-type,stop1
AT1G09430,-0.80,2.2254E-06,1.78328E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G43030,-0.80,0.001047199,0.00454386,+Al/+Pi_pH6_wild-type,stop1
AT4G10390,-0.80,2.16778E-05,0.000143689,+Al/+Pi_pH6_wild-type,stop1
AT1G15120,-0.80,0.000224775,0.001164298,+Al/+Pi_pH6_wild-type,stop1
AT1G74180,-0.80,0.001171108,0.005004002,+Al/+Pi_pH6_wild-type,stop1
AT5G45810,-0.80,0.005819427,0.020043308,+Al/+Pi_pH6_wild-type,stop1
AT3G45030,-0.80,6.82187E-05,0.000403084,+Al/+Pi_pH6_wild-type,stop1
AT4G03190,-0.80,1.20448E-05,8.42552E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G20080,-0.80,0.00764596,0.025428507,+Al/+Pi_pH6_wild-type,stop1
AT4G21610,-0.80,0.001090236,0.004705639,+Al/+Pi_pH6_wild-type,stop1
AT1G52905,-0.80,7.74947E-05,0.000452791,+Al/+Pi_pH6_wild-type,stop1
AT2G44525,-0.80,0.000225189,0.001166146,+Al/+Pi_pH6_wild-type,stop1
AT1G60660,-0.80,0.000354373,0.001745827,+Al/+Pi_pH6_wild-type,stop1
AT2G18400,-0.80,0.000354332,0.001745827,+Al/+Pi_pH6_wild-type,stop1
AT4G14615,-0.80,1.6865E-05,0.000114315,+Al/+Pi_pH6_wild-type,stop1
AT1G74030,-0.80,2.46727E-07,2.36326E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G04310,-0.80,0.000242509,0.001243869,+Al/+Pi_pH6_wild-type,stop1
AT1G22885,-0.80,0.001105791,0.004759718,+Al/+Pi_pH6_wild-type,stop1
AT1G78090,-0.80,2.94108E-05,0.000189314,+Al/+Pi_pH6_wild-type,stop1
AT2G21350,-0.80,0.012703996,0.03860012,+Al/+Pi_pH6_wild-type,stop1
AT3G27100,-0.80,3.91174E-06,2.99831E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G26100,-0.80,4.00391E-05,0.00024933,+Al/+Pi_pH6_wild-type,stop1
AT1G04480,-0.80,5.43808E-05,0.00032776,+Al/+Pi_pH6_wild-type,stop1
AT4G29410,-0.81,9.19152E-06,6.58838E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G40765,-0.81,3.07743E-05,0.000197469,+Al/+Pi_pH6_wild-type,stop1
AT4G02390,-0.81,0.000594255,0.002752904,+Al/+Pi_pH6_wild-type,stop1
AT3G49940,-0.81,3.43679E-06,2.66524E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G49580,-0.81,6.8702E-07,6.0221E-06,+Al/+Pi_pH6_wild-type,stop1
AT2G27775,-0.81,4.06757E-05,0.000252659,+Al/+Pi_pH6_wild-type,stop1
AT3G44260,-0.81,0.00164892,0.006775248,+Al/+Pi_pH6_wild-type,stop1
AT1G06400,-0.81,7.9385E-06,5.74867E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G67700,-0.81,0.005058818,0.017815192,+Al/+Pi_pH6_wild-type,stop1
AT3G23820,-0.81,8.81337E-06,6.33732E-05,+Al/+Pi_pH6_wild-type,stop1
AT4G11640,-0.81,0.009427609,0.030091245,+Al/+Pi_pH6_wild-type,stop1
AT5G23010,-0.81,1.46178E-05,0.000100215,+Al/+Pi_pH6_wild-type,stop1
AT1G79840,-0.81,0.001167515,0.004991781,+Al/+Pi_pH6_wild-type,stop1
AT4G15070,-0.81,0.00057735,0.002683976,+Al/+Pi_pH6_wild-type,stop1
AT1G70600,-0.81,1.41023E-05,9.71162E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G23390,-0.81,0.000119165,0.000661668,+Al/+Pi_pH6_wild-type,stop1
AT1G48350,-0.81,0.000212524,0.001105039,+Al/+Pi_pH6_wild-type,stop1
AT2G16230,-0.81,0.002587521,0.009999017,+Al/+Pi_pH6_wild-type,stop1
AT5G67390,-0.81,1.67301E-05,0.000113589,+Al/+Pi_pH6_wild-type,stop1
AT4G27090,-0.82,9.16884E-05,0.000526102,+Al/+Pi_pH6_wild-type,stop1
AT3G54600,-0.82,2.22043E-05,0.000146619,+Al/+Pi_pH6_wild-type,stop1
AT1G11580,-0.82,0.00050612,0.002390337,+Al/+Pi_pH6_wild-type,stop1
AT1G55805,-0.82,0.00088986,0.003927831,+Al/+Pi_pH6_wild-type,stop1
AT5G37590,-0.82,2.06889E-05,0.000137769,+Al/+Pi_pH6_wild-type,stop1
AT5G24170,-0.82,9.58014E-05,0.000547245,+Al/+Pi_pH6_wild-type,stop1
AT2G18000,-0.82,0.001733407,0.007051557,+Al/+Pi_pH6_wild-type,stop1
AT5G24030,-0.82,1.17435E-06,9.87476E-06,+Al/+Pi_pH6_wild-type,stop1
AT2G37290,-0.82,0.008087987,0.026647226,+Al/+Pi_pH6_wild-type,stop1
AT5G12860,-0.82,0.000199813,0.001046935,+Al/+Pi_pH6_wild-type,stop1
AT4G00530,-0.82,0.014190346,0.042357695,+Al/+Pi_pH6_wild-type,stop1
AT1G13430,-0.82,0.008422284,0.027535684,+Al/+Pi_pH6_wild-type,stop1
AT2G43810,-0.82,0.000230723,0.001191184,+Al/+Pi_pH6_wild-type,stop1
AT1G14340,-0.82,1.85908E-05,0.000125184,+Al/+Pi_pH6_wild-type,stop1
AT2G45900,-0.82,0.012235091,0.0374188,+Al/+Pi_pH6_wild-type,stop1
AT5G07110,-0.82,1.13432E-06,9.5657E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G67510,-0.82,0.000146353,0.000795353,+Al/+Pi_pH6_wild-type,stop1
AT1G67120,-0.82,0.006689688,0.022653438,+Al/+Pi_pH6_wild-type,stop1
AT5G52250,-0.82,0.000141728,0.00077392,+Al/+Pi_pH6_wild-type,stop1
AT1G20380,-0.82,2.38088E-06,1.90266E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G69240,-0.82,0.000144604,0.000787733,+Al/+Pi_pH6_wild-type,stop1
AT3G09490,-0.82,3.69132E-05,0.000232412,+Al/+Pi_pH6_wild-type,stop1
AT3G22850,-0.82,3.98131E-06,3.04708E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G36170,-0.82,9.34908E-05,0.000535543,+Al/+Pi_pH6_wild-type,stop1
AT2G24970,-0.82,0.005536865,0.019243522,+Al/+Pi_pH6_wild-type,stop1
AT3G52430,-0.82,9.03559E-05,0.000518893,+Al/+Pi_pH6_wild-type,stop1
AT5G35740,-0.82,0.008179666,0.026881676,+Al/+Pi_pH6_wild-type,stop1
AT1G10522,-0.83,0.003509402,0.013048596,+Al/+Pi_pH6_wild-type,stop1
AT4G29735,-0.83,0.000226452,0.001172391,+Al/+Pi_pH6_wild-type,stop1
AT3G24520,-0.83,1.93885E-06,1.57214E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G12110,-0.83,8.72658E-05,0.000502621,+Al/+Pi_pH6_wild-type,stop1
AT1G66270,-0.83,0.000652487,0.002989774,+Al/+Pi_pH6_wild-type,stop1
AT1G58410,-0.83,4.60888E-05,0.000282868,+Al/+Pi_pH6_wild-type,stop1
AT5G61760,-0.83,3.5383E-06,2.73669E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G12610,-0.83,0.000147084,0.000798383,+Al/+Pi_pH6_wild-type,stop1
AT5G01200,-0.83,0.010631928,0.033316416,+Al/+Pi_pH6_wild-type,stop1
AT3G27890,-0.83,1.29914E-05,9.02423E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G27710,-0.83,0.000202696,0.001059864,+Al/+Pi_pH6_wild-type,stop1
AT4G28740,-0.83,0.009377032,0.029985974,+Al/+Pi_pH6_wild-type,stop1
AT3G54870,-0.83,0.003551151,0.013175081,+Al/+Pi_pH6_wild-type,stop1
AT1G58110,-0.83,1.38321E-07,1.38186E-06,+Al/+Pi_pH6_wild-type,stop1
AT2G34350,-0.83,0.00596607,0.020474264,+Al/+Pi_pH6_wild-type,stop1
AT5G59780,-0.83,0.000113002,0.000631391,+Al/+Pi_pH6_wild-type,stop1
AT2G36990,-0.83,0.004102993,0.014855914,+Al/+Pi_pH6_wild-type,stop1
AT2G18620,-0.83,0.000138785,0.000759269,+Al/+Pi_pH6_wild-type,stop1
AT5G62430,-0.83,0.002751178,0.010569526,+Al/+Pi_pH6_wild-type,stop1
AT2G45330,-0.83,3.74394E-07,3.45164E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G22400,-0.83,0.006803367,0.022977514,+Al/+Pi_pH6_wild-type,stop1
AT1G48605,-0.83,0.003792389,0.013903614,+Al/+Pi_pH6_wild-type,stop1
AT1G15290,-0.83,0.000182238,0.000966237,+Al/+Pi_pH6_wild-type,stop1
AT2G36470,-0.83,0.008087433,0.026647226,+Al/+Pi_pH6_wild-type,stop1
AT5G60400,-0.83,0.000127988,0.000706309,+Al/+Pi_pH6_wild-type,stop1
AT1G13590,-0.83,0.000146447,0.000795441,+Al/+Pi_pH6_wild-type,stop1
AT4G04614,-0.84,3.77873E-05,0.000237258,+Al/+Pi_pH6_wild-type,stop1
AT1G12950,-0.84,5.07039E-05,0.000308049,+Al/+Pi_pH6_wild-type,stop1
AT1G66820,-0.84,0.004042352,0.014670116,+Al/+Pi_pH6_wild-type,stop1
AT5G47110,-0.84,0.0003694,0.001810698,+Al/+Pi_pH6_wild-type,stop1
AT5G58750,-0.84,0.000161148,0.000866547,+Al/+Pi_pH6_wild-type,stop1
AT1G76240,-0.84,0.000425779,0.002054549,+Al/+Pi_pH6_wild-type,stop1
AT2G32650,-0.84,0.006753328,0.022838691,+Al/+Pi_pH6_wild-type,stop1
AT1G10682,-0.84,0.001116471,0.004795597,+Al/+Pi_pH6_wild-type,stop1
AT1G75780,-0.84,0.002382707,0.009295376,+Al/+Pi_pH6_wild-type,stop1
AT3G47360,-0.84,0.000324937,0.00160934,+Al/+Pi_pH6_wild-type,stop1
AT2G33370,-0.84,0.000105878,0.000596971,+Al/+Pi_pH6_wild-type,stop1
AT1G47820,-0.84,0.003500619,0.013020673,+Al/+Pi_pH6_wild-type,stop1
AT4G14320,-0.84,8.53429E-05,0.000493012,+Al/+Pi_pH6_wild-type,stop1
AT1G75945,-0.84,0.000204391,0.001066524,+Al/+Pi_pH6_wild-type,stop1
AT1G77940,-0.84,2.3299E-05,0.000153352,+Al/+Pi_pH6_wild-type,stop1
AT5G01700,-0.84,0.000620245,0.002863206,+Al/+Pi_pH6_wild-type,stop1
AT4G12730,-0.84,6.78449E-06,4.98537E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G09500,-0.84,5.15556E-05,0.000312204,+Al/+Pi_pH6_wild-type,stop1
AT2G27720,-0.84,1.75504E-05,0.000118646,+Al/+Pi_pH6_wild-type,stop1
AT3G43980,-0.84,0.000403351,0.001958803,+Al/+Pi_pH6_wild-type,stop1
AT5G01050,-0.84,5.81285E-05,0.000348294,+Al/+Pi_pH6_wild-type,stop1
AT4G18730,-0.84,2.40332E-05,0.000157778,+Al/+Pi_pH6_wild-type,stop1
AT1G60680,-0.84,1.24337E-06,1.0391E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G54960,-0.84,0.013365542,0.040303916,+Al/+Pi_pH6_wild-type,stop1
AT1G14060,-0.84,1.69366E-07,1.66837E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G64780,-0.84,1.25679E-07,1.2642E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G56710,-0.84,0.000102125,0.000577878,+Al/+Pi_pH6_wild-type,stop1
AT5G03380,-0.84,3.02265E-06,2.37378E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G64480,-0.85,0.001479352,0.006165224,+Al/+Pi_pH6_wild-type,stop1
AT1G15930,-0.85,1.92812E-06,1.56531E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G02860,-0.85,9.04931E-07,7.74079E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G59930,-0.85,0.000991133,0.00432352,+Al/+Pi_pH6_wild-type,stop1
AT4G31650,-0.85,0.008775236,0.02845308,+Al/+Pi_pH6_wild-type,stop1
AT1G28130,-0.85,1.12979E-05,7.95679E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G48400,-0.85,0.000958001,0.004192406,+Al/+Pi_pH6_wild-type,stop1
AT3G56360,-0.85,5.43769E-07,4.86442E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G11540,-0.85,0.005557533,0.019308794,+Al/+Pi_pH6_wild-type,stop1
AT5G02140,-0.85,0.004111708,0.014873603,+Al/+Pi_pH6_wild-type,stop1
AT4G23930,-0.85,0.009657516,0.030733925,+Al/+Pi_pH6_wild-type,stop1
AT5G05460,-0.85,3.48148E-07,3.23619E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G62865,-0.85,8.61686E-05,0.00049694,+Al/+Pi_pH6_wild-type,stop1
AT4G29480,-0.85,1.86417E-06,1.5164E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G14020,-0.85,0.00091509,0.004021833,+Al/+Pi_pH6_wild-type,stop1
AT2G43780,-0.85,3.07695E-06,2.41342E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G78120,-0.85,5.75611E-05,0.000345096,+Al/+Pi_pH6_wild-type,stop1
AT3G02080,-0.85,9.33137E-06,6.67926E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G18780,-0.85,1.28119E-07,1.28749E-06,+Al/+Pi_pH6_wild-type,stop1
AT4G35490,-0.85,9.89513E-06,7.04268E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G17080,-0.85,0.000438188,0.002107465,+Al/+Pi_pH6_wild-type,stop1
AT1G15390,-0.85,1.85478E-05,0.000124935,+Al/+Pi_pH6_wild-type,stop1
AT3G20440,-0.85,0.000320205,0.001587825,+Al/+Pi_pH6_wild-type,stop1
AT3G52930,-0.85,6.17128E-08,6.51873E-07,+Al/+Pi_pH6_wild-type,stop1
AT3G20130,-0.85,2.85279E-05,0.000184269,+Al/+Pi_pH6_wild-type,stop1
AT4G21600,-0.85,4.59656E-06,3.47761E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G11630,-0.85,0.000122493,0.000678858,+Al/+Pi_pH6_wild-type,stop1
AT5G53970,-0.86,0.000920345,0.004041453,+Al/+Pi_pH6_wild-type,stop1
AT1G11545,-0.86,0.00082815,0.003697743,+Al/+Pi_pH6_wild-type,stop1
AT5G15390,-0.86,0.00039379,0.001918297,+Al/+Pi_pH6_wild-type,stop1
AT5G13150,-0.86,9.7155E-06,6.92513E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G01210,-0.86,3.61196E-05,0.000228118,+Al/+Pi_pH6_wild-type,stop1
AT3G15950,-0.86,6.52097E-05,0.00038687,+Al/+Pi_pH6_wild-type,stop1
AT1G55430,-0.86,0.001829884,0.007396943,+Al/+Pi_pH6_wild-type,stop1
AT5G26290,-0.86,0.000108925,0.000611618,+Al/+Pi_pH6_wild-type,stop1
AT4G30010,-0.86,4.03702E-05,0.000251086,+Al/+Pi_pH6_wild-type,stop1
AT4G13300,-0.86,0.011400181,0.035248519,+Al/+Pi_pH6_wild-type,stop1
AT4G39040,-0.86,0.000149763,0.00081173,+Al/+Pi_pH6_wild-type,stop1
AT5G20090,-0.86,2.1462E-05,0.000142314,+Al/+Pi_pH6_wild-type,stop1
AT3G15510,-0.86,0.003362738,0.012564952,+Al/+Pi_pH6_wild-type,stop1
AT3G29280,-0.86,0.001135756,0.004870247,+Al/+Pi_pH6_wild-type,stop1
AT4G01840,-0.86,0.000714882,0.003247296,+Al/+Pi_pH6_wild-type,stop1
AT4G37240,-0.86,0.010385392,0.032674042,+Al/+Pi_pH6_wild-type,stop1
AT2G28250,-0.86,7.90555E-06,5.72683E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G55365,-0.86,0.012488686,0.038072993,+Al/+Pi_pH6_wild-type,stop1
AT4G35980,-0.86,1.90811E-05,0.000128021,+Al/+Pi_pH6_wild-type,stop1
AT2G24540,-0.86,0.005018436,0.017700416,+Al/+Pi_pH6_wild-type,stop1
AT1G77130,-0.86,3.64992E-08,3.98723E-07,+Al/+Pi_pH6_wild-type,stop1
AT4G16450,-0.86,7.96993E-05,0.000463816,+Al/+Pi_pH6_wild-type,stop1
AT1G54500,-0.86,0.010878459,0.033917439,+Al/+Pi_pH6_wild-type,stop1
AT5G11250,-0.86,0.001621415,0.006672958,+Al/+Pi_pH6_wild-type,stop1
AT5G24490,-0.87,0.0135924,0.040855111,+Al/+Pi_pH6_wild-type,stop1
AT2G26420,-0.87,0.001461952,0.006098921,+Al/+Pi_pH6_wild-type,stop1
AT1G76450,-0.87,0.009027479,0.029090446,+Al/+Pi_pH6_wild-type,stop1
AT5G58800,-0.87,5.15555E-06,3.86359E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G16022,-0.87,0.006028743,0.020658141,+Al/+Pi_pH6_wild-type,stop1
AT2G31020,-0.87,5.5538E-07,4.95962E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G20840,-0.87,2.02277E-07,1.96138E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G05900,-0.87,0.002934526,0.011171083,+Al/+Pi_pH6_wild-type,stop1
AT3G21180,-0.87,0.001813413,0.007341973,+Al/+Pi_pH6_wild-type,stop1
AT5G65660,-0.87,0.000147145,0.000798383,+Al/+Pi_pH6_wild-type,stop1
AT1G10865,-0.87,0.000109747,0.000615389,+Al/+Pi_pH6_wild-type,stop1
AT3G18410,-0.87,1.24444E-05,8.67081E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G15330,-0.87,2.11821E-05,0.000140641,+Al/+Pi_pH6_wild-type,stop1
AT1G68890,-0.87,0.010474862,0.032909959,+Al/+Pi_pH6_wild-type,stop1
AT3G17300,-0.87,4.00274E-05,0.00024933,+Al/+Pi_pH6_wild-type,stop1
AT1G18680,-0.87,0.003726357,0.01370309,+Al/+Pi_pH6_wild-type,stop1
AT5G19151,-0.87,0.004115804,0.014881222,+Al/+Pi_pH6_wild-type,stop1
AT4G22910,-0.87,4.31465E-06,3.28151E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G02720,-0.88,1.39628E-07,1.39355E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G56910,-0.88,0.000121659,0.000674599,+Al/+Pi_pH6_wild-type,stop1
AT4G37550,-0.88,6.48232E-05,0.000385135,+Al/+Pi_pH6_wild-type,stop1
AT3G50850,-0.88,0.007770797,0.02576825,+Al/+Pi_pH6_wild-type,stop1
AT3G43790,-0.88,0.000419408,0.002028113,+Al/+Pi_pH6_wild-type,stop1
AT1G15890,-0.88,0.002109349,0.008377585,+Al/+Pi_pH6_wild-type,stop1
AT3G56290,-0.88,0.001111314,0.004779468,+Al/+Pi_pH6_wild-type,stop1
AT1G53680,-0.88,0.004041199,0.014668535,+Al/+Pi_pH6_wild-type,stop1
AT3G16460,-0.88,1.21012E-06,1.01298E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G03555,-0.88,6.48683E-08,6.82737E-07,+Al/+Pi_pH6_wild-type,stop1
AT5G04470,-0.88,5.40631E-07,4.83847E-06,+Al/+Pi_pH6_wild-type,stop1
AT4G24240,-0.88,8.34663E-10,1.16352E-08,+Al/+Pi_pH6_wild-type,stop1
AT4G37660,-0.88,7.58893E-06,5.52323E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G60530,-0.88,0.000105601,0.000595735,+Al/+Pi_pH6_wild-type,stop1
AT3G18320,-0.88,0.002818024,0.010797939,+Al/+Pi_pH6_wild-type,stop1
AT1G59780,-0.88,2.67786E-05,0.000174014,+Al/+Pi_pH6_wild-type,stop1
AT4G14640,-0.88,0.001315019,0.005555079,+Al/+Pi_pH6_wild-type,stop1
AT2G04170,-0.88,1.28411E-06,1.07227E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G31110,-0.88,0.000453937,0.00217045,+Al/+Pi_pH6_wild-type,stop1
AT1G14980,-0.88,0.000191208,0.001008055,+Al/+Pi_pH6_wild-type,stop1
AT3G05490,-0.88,7.06407E-05,0.000416312,+Al/+Pi_pH6_wild-type,stop1
AT5G60490,-0.88,0.00323298,0.01214669,+Al/+Pi_pH6_wild-type,stop1
AT1G19940,-0.88,0.013828222,0.041488723,+Al/+Pi_pH6_wild-type,stop1
AT4G22250,-0.88,7.21202E-05,0.000424419,+Al/+Pi_pH6_wild-type,stop1
AT3G05980,-0.88,0.001099929,0.004739474,+Al/+Pi_pH6_wild-type,stop1
AT3G52950,-0.89,4.96732E-07,4.473E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G60460,-0.89,2.71743E-05,0.000176473,+Al/+Pi_pH6_wild-type,stop1
AT3G56030,-0.89,1.01701E-05,7.21901E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G17820,-0.89,3.6782E-05,0.000231729,+Al/+Pi_pH6_wild-type,stop1
AT5G60800,-0.89,0.000175863,0.000937266,+Al/+Pi_pH6_wild-type,stop1
AT2G33510,-0.89,1.13318E-05,7.97469E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G28900,-0.89,1.56528E-05,0.000106735,+Al/+Pi_pH6_wild-type,stop1
AT2G18860,-0.89,3.87904E-07,3.56523E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G40590,-0.89,0.013966679,0.04182351,+Al/+Pi_pH6_wild-type,stop1
