atID,logFC,P-value,FDR,type,key
AT1G56190,-0.89,1.16527E-08,1.37189E-07,+Al/+Pi_pH6_wild-type,stop1
AT4G36860,-0.89,8.97731E-07,7.69107E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G11670,-0.89,6.5766E-09,8.06304E-08,+Al/+Pi_pH6_wild-type,stop1
AT3G61150,-0.89,0.005754567,0.019871815,+Al/+Pi_pH6_wild-type,stop1
AT2G24300,-0.89,3.48316E-07,3.23629E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G01340,-0.89,1.35154E-08,1.5695E-07,+Al/+Pi_pH6_wild-type,stop1
AT4G21860,-0.89,3.6262E-08,3.96343E-07,+Al/+Pi_pH6_wild-type,stop1
AT5G49410,-0.89,0.00762727,0.025374599,+Al/+Pi_pH6_wild-type,stop1
AT3G10860,-0.89,7.11403E-05,0.000418894,+Al/+Pi_pH6_wild-type,stop1
AT1G11720,-0.89,0.000307984,0.001533171,+Al/+Pi_pH6_wild-type,stop1
AT5G53580,-0.89,0.000566291,0.002637461,+Al/+Pi_pH6_wild-type,stop1
AT5G36890,-0.89,0.010192737,0.032186763,+Al/+Pi_pH6_wild-type,stop1
AT4G24415,-0.89,0.000359365,0.001768292,+Al/+Pi_pH6_wild-type,stop1
AT3G21070,-0.89,4.31491E-06,3.28151E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G35750,-0.89,5.67504E-05,0.000340736,+Al/+Pi_pH6_wild-type,stop1
AT5G43230,-0.89,0.003189425,0.012007316,+Al/+Pi_pH6_wild-type,stop1
AT1G11475,-0.89,4.47494E-06,3.39312E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G49820,-0.89,4.54428E-07,4.12292E-06,+Al/+Pi_pH6_wild-type,stop1
AT4G18100,-0.89,1.50304E-05,0.000102765,+Al/+Pi_pH6_wild-type,stop1
AT3G57330,-0.90,2.86083E-07,2.69863E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G40080,-0.90,0.000349593,0.001724353,+Al/+Pi_pH6_wild-type,stop1
AT4G28820,-0.90,0.001182374,0.005048977,+Al/+Pi_pH6_wild-type,stop1
AT1G24180,-0.90,1.0792E-09,1.47525E-08,+Al/+Pi_pH6_wild-type,stop1
AT4G01200,-0.90,0.014927366,0.044222025,+Al/+Pi_pH6_wild-type,stop1
ATCG00190,-0.90,0.0164675,0.047930597,+Al/+Pi_pH6_wild-type,stop1
AT2G37600,-0.90,1.19128E-05,8.34305E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G45860,-0.90,9.416E-05,0.000538772,+Al/+Pi_pH6_wild-type,stop1
AT5G18790,-0.90,4.33975E-05,0.000268121,+Al/+Pi_pH6_wild-type,stop1
AT5G54130,-0.90,4.08253E-06,3.11638E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G59650,-0.90,0.000107006,0.0006025,+Al/+Pi_pH6_wild-type,stop1
AT4G07960,-0.90,0.00010967,0.000615125,+Al/+Pi_pH6_wild-type,stop1
AT5G62210,-0.90,0.011077374,0.034456597,+Al/+Pi_pH6_wild-type,stop1
AT1G51480,-0.90,0.008452911,0.027610916,+Al/+Pi_pH6_wild-type,stop1
AT4G40042,-0.90,3.84069E-05,0.000240711,+Al/+Pi_pH6_wild-type,stop1
AT3G19710,-0.90,1.32458E-05,9.17509E-05,+Al/+Pi_pH6_wild-type,stop1
AT4G29390,-0.90,0.000177162,0.000942988,+Al/+Pi_pH6_wild-type,stop1
AT2G23930,-0.90,1.83471E-05,0.000123624,+Al/+Pi_pH6_wild-type,stop1
AT5G38010,-0.90,0.00056388,0.002627327,+Al/+Pi_pH6_wild-type,stop1
AT1G73940,-0.90,5.85784E-08,6.22624E-07,+Al/+Pi_pH6_wild-type,stop1
AT2G19740,-0.91,4.04895E-06,3.09421E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G13630,-0.91,0.001266692,0.005370899,+Al/+Pi_pH6_wild-type,stop1
AT4G25315,-0.91,2.21382E-06,1.77749E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G30380,-0.91,0.001653858,0.00679281,+Al/+Pi_pH6_wild-type,stop1
AT4G19985,-0.91,0.000641204,0.00294203,+Al/+Pi_pH6_wild-type,stop1
AT5G22310,-0.91,0.000402887,0.001957019,+Al/+Pi_pH6_wild-type,stop1
AT5G27730,-0.91,2.76216E-05,0.000179037,+Al/+Pi_pH6_wild-type,stop1
AT5G18920,-0.91,0.000507662,0.002396511,+Al/+Pi_pH6_wild-type,stop1
AT1G01170,-0.91,0.011384314,0.035223312,+Al/+Pi_pH6_wild-type,stop1
AT5G03850,-0.91,0.00057056,0.002654825,+Al/+Pi_pH6_wild-type,stop1
AT4G22270,-0.91,4.18927E-07,3.82628E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G01448,-0.91,0.000158176,0.000852201,+Al/+Pi_pH6_wild-type,stop1
AT2G39390,-0.91,2.19239E-06,1.76236E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G01725,-0.91,0.000333333,0.001648129,+Al/+Pi_pH6_wild-type,stop1
AT1G74270,-0.91,1.33807E-05,9.25696E-05,+Al/+Pi_pH6_wild-type,stop1
AT4G13615,-0.91,1.36077E-05,9.40441E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G11260,-0.91,2.92462E-06,2.30299E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G45440,-0.91,0.000440567,0.00211642,+Al/+Pi_pH6_wild-type,stop1
AT5G52020,-0.91,0.00099482,0.004335905,+Al/+Pi_pH6_wild-type,stop1
AT2G24440,-0.91,0.007524567,0.025077802,+Al/+Pi_pH6_wild-type,stop1
AT5G51460,-0.91,6.08348E-06,4.50588E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G46020,-0.91,0.005439669,0.018957265,+Al/+Pi_pH6_wild-type,stop1
AT2G30395,-0.91,0.005371008,0.018772364,+Al/+Pi_pH6_wild-type,stop1
AT2G38140,-0.91,0.000660072,0.00302182,+Al/+Pi_pH6_wild-type,stop1
AT5G22550,-0.91,0.000724898,0.003288412,+Al/+Pi_pH6_wild-type,stop1
AT1G36060,-0.91,2.50831E-06,1.99903E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G09270,-0.92,3.50522E-05,0.000221925,+Al/+Pi_pH6_wild-type,stop1
AT5G47700,-0.92,9.94076E-06,7.06845E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G13270,-0.92,4.98674E-05,0.000303779,+Al/+Pi_pH6_wild-type,stop1
AT5G60670,-0.92,8.53921E-07,7.34501E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G50290,-0.92,0.004764253,0.016911816,+Al/+Pi_pH6_wild-type,stop1
AT1G08590,-0.92,1.07846E-06,9.11718E-06,+Al/+Pi_pH6_wild-type,stop1
AT4G16960,-0.92,0.001242264,0.005282656,+Al/+Pi_pH6_wild-type,stop1
AT2G45180,-0.92,0.003912347,0.014274307,+Al/+Pi_pH6_wild-type,stop1
AT3G54900,-0.92,3.42523E-07,3.19262E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G75440,-0.92,5.70576E-06,4.24765E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G05710,-0.92,0.000731056,0.003311941,+Al/+Pi_pH6_wild-type,stop1
AT3G12970,-0.92,0.001051591,0.004560982,+Al/+Pi_pH6_wild-type,stop1
AT1G54890,-0.93,7.83416E-06,5.68317E-05,+Al/+Pi_pH6_wild-type,stop1
AT4G02180,-0.93,0.002606698,0.010063615,+Al/+Pi_pH6_wild-type,stop1
AT2G34325,-0.93,0.01064094,0.033329315,+Al/+Pi_pH6_wild-type,stop1
AT2G35859,-0.93,0.008768072,0.02843436,+Al/+Pi_pH6_wild-type,stop1
AT5G46230,-0.93,8.03126E-06,5.81365E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G33440,-0.93,0.000949105,0.00415971,+Al/+Pi_pH6_wild-type,stop1
AT3G27960,-0.93,3.89458E-08,4.2409E-07,+Al/+Pi_pH6_wild-type,stop1
AT5G15320,-0.93,1.06738E-05,7.5503E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G06470,-0.93,0.000260604,0.001325379,+Al/+Pi_pH6_wild-type,stop1
AT5G66190,-0.93,0.003365452,0.0125705,+Al/+Pi_pH6_wild-type,stop1
AT2G43460,-0.93,2.76933E-05,0.000179331,+Al/+Pi_pH6_wild-type,stop1
AT5G40950,-0.93,4.71247E-06,3.56003E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G79580,-0.93,3.07435E-05,0.000197334,+Al/+Pi_pH6_wild-type,stop1
AT3G27850,-0.93,0.000183801,0.000973765,+Al/+Pi_pH6_wild-type,stop1
AT1G33610,-0.93,0.000237441,0.001219712,+Al/+Pi_pH6_wild-type,stop1
AT1G47290,-0.93,1.80239E-10,2.80296E-09,+Al/+Pi_pH6_wild-type,stop1
AT5G67210,-0.93,8.87852E-05,0.000510733,+Al/+Pi_pH6_wild-type,stop1
AT3G17170,-0.93,9.37103E-06,6.70296E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G47500,-0.93,0.003011882,0.01142303,+Al/+Pi_pH6_wild-type,stop1
AT2G17130,-0.93,3.26653E-09,4.16463E-08,+Al/+Pi_pH6_wild-type,stop1
AT3G61830,-0.93,0.000459492,0.00219393,+Al/+Pi_pH6_wild-type,stop1
AT5G53450,-0.94,0.000130669,0.0007191,+Al/+Pi_pH6_wild-type,stop1
AT4G39200,-0.94,7.80127E-06,5.66132E-05,+Al/+Pi_pH6_wild-type,stop1
AT4G39970,-0.94,0.003752193,0.013783429,+Al/+Pi_pH6_wild-type,stop1
AT2G43850,-0.94,3.52826E-07,3.27076E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G27695,-0.94,0.001377323,0.005786,+Al/+Pi_pH6_wild-type,stop1
AT2G37510,-0.94,4.38778E-05,0.000270761,+Al/+Pi_pH6_wild-type,stop1
AT3G16180,-0.94,1.09489E-07,1.1134E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G13782,-0.94,8.78314E-05,0.000505531,+Al/+Pi_pH6_wild-type,stop1
AT4G11547,-0.94,0.008059406,0.026585766,+Al/+Pi_pH6_wild-type,stop1
AT4G22310,-0.94,7.7754E-07,6.74615E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G05150,-0.94,0.00186683,0.007532886,+Al/+Pi_pH6_wild-type,stop1
AT5G25820,-0.94,6.74716E-08,7.08313E-07,+Al/+Pi_pH6_wild-type,stop1
AT5G60950,-0.94,1.3634E-05,9.41944E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G56200,-0.94,0.011220247,0.034807184,+Al/+Pi_pH6_wild-type,stop1
AT3G06700,-0.94,0.000389754,0.001901451,+Al/+Pi_pH6_wild-type,stop1
AT5G50810,-0.94,5.50581E-06,4.10626E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G06610,-0.94,1.76881E-07,1.73072E-06,+Al/+Pi_pH6_wild-type,stop1
AT2G20490,-0.94,2.91633E-05,0.000187947,+Al/+Pi_pH6_wild-type,stop1
AT3G58120,-0.94,3.14973E-06,2.466E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G60710,-0.94,8.56236E-10,1.19116E-08,+Al/+Pi_pH6_wild-type,stop1
AT5G12940,-0.94,1.2395E-05,8.64358E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G05355,-0.94,0.009018909,0.029073134,+Al/+Pi_pH6_wild-type,stop1
AT1G09794,-0.95,0.001534337,0.006369711,+Al/+Pi_pH6_wild-type,stop1
AT4G31250,-0.95,2.38061E-05,0.000156438,+Al/+Pi_pH6_wild-type,stop1
AT2G39518,-0.95,9.6615E-05,0.000550509,+Al/+Pi_pH6_wild-type,stop1
AT1G77750,-0.95,9.0351E-07,7.7341E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G61560,-0.95,2.51555E-06,2.00402E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G47250,-0.95,6.46379E-05,0.000384257,+Al/+Pi_pH6_wild-type,stop1
AT5G27700,-0.95,5.41123E-05,0.000326334,+Al/+Pi_pH6_wild-type,stop1
AT1G20010,-0.95,1.22368E-05,8.54072E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G14160,-0.95,2.56275E-05,0.000167011,+Al/+Pi_pH6_wild-type,stop1
AT5G48570,-0.95,0.005377322,0.018788013,+Al/+Pi_pH6_wild-type,stop1
AT1G07170,-0.95,2.19645E-05,0.000145364,+Al/+Pi_pH6_wild-type,stop1
AT4G01390,-0.95,0.002800864,0.010746279,+Al/+Pi_pH6_wild-type,stop1
AT1G50560,-0.95,2.48196E-07,2.374E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G02270,-0.95,9.35296E-07,7.98614E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G52290,-0.95,4.57109E-08,4.94336E-07,+Al/+Pi_pH6_wild-type,stop1
AT3G10090,-0.95,0.000122633,0.000679451,+Al/+Pi_pH6_wild-type,stop1
AT4G33800,-0.96,0.002809065,0.010774821,+Al/+Pi_pH6_wild-type,stop1
AT1G76130,-0.96,0.001652665,0.006789273,+Al/+Pi_pH6_wild-type,stop1
AT2G39500,-0.96,0.000876782,0.00387596,+Al/+Pi_pH6_wild-type,stop1
AT5G67420,-0.96,7.21528E-06,5.28105E-05,+Al/+Pi_pH6_wild-type,stop1
AT4G08040,-0.96,0.010997192,0.034245862,+Al/+Pi_pH6_wild-type,stop1
AT5G42980,-0.96,7.60628E-07,6.61627E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G14550,-0.96,0.002895586,0.011035791,+Al/+Pi_pH6_wild-type,stop1
AT2G34080,-0.96,2.30451E-07,2.22089E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G23830,-0.96,3.07589E-07,2.88541E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G23630,-0.96,0.000530688,0.002492331,+Al/+Pi_pH6_wild-type,stop1
AT4G38830,-0.96,9.88012E-05,0.000561246,+Al/+Pi_pH6_wild-type,stop1
AT2G47690,-0.96,8.61236E-07,7.40322E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G79390,-0.96,7.06073E-08,7.3707E-07,+Al/+Pi_pH6_wild-type,stop1
AT1G07260,-0.96,1.37677E-06,1.14127E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G65210,-0.96,3.78232E-09,4.78345E-08,+Al/+Pi_pH6_wild-type,stop1
AT5G15770,-0.96,7.89299E-05,0.000460124,+Al/+Pi_pH6_wild-type,stop1
AT3G52060,-0.96,1.71807E-07,1.68754E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G13140,-0.96,0.00090266,0.003977833,+Al/+Pi_pH6_wild-type,stop1
AT1G05530,-0.96,0.001018102,0.004428883,+Al/+Pi_pH6_wild-type,stop1
AT3G15760,-0.96,0.011262302,0.034901361,+Al/+Pi_pH6_wild-type,stop1
AT4G28410,-0.96,4.89125E-10,7.12437E-09,+Al/+Pi_pH6_wild-type,stop1
AT2G28190,-0.96,6.99416E-08,7.30866E-07,+Al/+Pi_pH6_wild-type,stop1
AT5G15410,-0.97,0.011148165,0.034631624,+Al/+Pi_pH6_wild-type,stop1
AT1G69160,-0.97,0.003343642,0.012500452,+Al/+Pi_pH6_wild-type,stop1
AT5G09830,-0.97,1.20185E-06,1.00688E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G24420,-0.97,1.82184E-05,0.000122838,+Al/+Pi_pH6_wild-type,stop1
AT1G70350,-0.97,0.000269381,0.001364248,+Al/+Pi_pH6_wild-type,stop1
AT3G22230,-0.97,5.9889E-06,4.44387E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G18170,-0.97,6.04962E-10,8.62123E-09,+Al/+Pi_pH6_wild-type,stop1
AT4G25290,-0.97,0.004977729,0.017575028,+Al/+Pi_pH6_wild-type,stop1
AT4G01897,-0.97,0.000186047,0.000984132,+Al/+Pi_pH6_wild-type,stop1
AT1G51940,-0.97,2.9412E-06,2.31515E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G50120,-0.97,3.88878E-05,0.000243272,+Al/+Pi_pH6_wild-type,stop1
AT2G16530,-0.97,3.67787E-07,3.39866E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G66815,-0.97,0.003402687,0.01268872,+Al/+Pi_pH6_wild-type,stop1
AT5G39090,-0.97,0.009779102,0.031053205,+Al/+Pi_pH6_wild-type,stop1
AT3G21260,-0.97,4.92815E-05,0.000300479,+Al/+Pi_pH6_wild-type,stop1
AT1G23830,-0.97,0.000118261,0.000657722,+Al/+Pi_pH6_wild-type,stop1
AT1G02570,-0.97,0.005792566,0.019989534,+Al/+Pi_pH6_wild-type,stop1
AT2G34810,-0.97,0.003438356,0.01280772,+Al/+Pi_pH6_wild-type,stop1
AT2G28120,-0.97,0.000113076,0.000631629,+Al/+Pi_pH6_wild-type,stop1
AT1G52910,-0.97,1.24408E-05,8.67081E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G54020,-0.97,2.48733E-05,0.000162719,+Al/+Pi_pH6_wild-type,stop1
AT1G76860,-0.97,3.88864E-06,2.98508E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G24880,-0.97,0.000499637,0.002365725,+Al/+Pi_pH6_wild-type,stop1
AT5G15120,-0.97,0.013452645,0.04051383,+Al/+Pi_pH6_wild-type,stop1
AT1G02390,-0.97,0.001821632,0.007373786,+Al/+Pi_pH6_wild-type,stop1
AT5G66280,-0.97,0.000200586,0.001050446,+Al/+Pi_pH6_wild-type,stop1
AT1G03870,-0.97,1.38001E-05,9.52776E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G35612,-0.97,0.002524607,0.009794766,+Al/+Pi_pH6_wild-type,stop1
AT4G33880,-0.97,0.00036276,0.001782853,+Al/+Pi_pH6_wild-type,stop1
AT3G60245,-0.97,5.70405E-06,4.24765E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G46710,-0.98,7.96278E-09,9.61888E-08,+Al/+Pi_pH6_wild-type,stop1
AT3G59340,-0.98,0.004406757,0.015818534,+Al/+Pi_pH6_wild-type,stop1
AT4G18510,-0.98,0.005433633,0.018939457,+Al/+Pi_pH6_wild-type,stop1
AT1G73885,-0.98,0.003245651,0.012183105,+Al/+Pi_pH6_wild-type,stop1
AT1G78270,-0.98,0.000114486,0.00063846,+Al/+Pi_pH6_wild-type,stop1
AT4G07950,-0.98,2.53187E-07,2.41722E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G26770,-0.98,0.000627322,0.002889357,+Al/+Pi_pH6_wild-type,stop1
AT1G60130,-0.98,0.00965451,0.03072914,+Al/+Pi_pH6_wild-type,stop1
AT3G59730,-0.98,0.005450829,0.018992922,+Al/+Pi_pH6_wild-type,stop1
AT4G14940,-0.98,1.30881E-06,1.08979E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G41010,-0.98,0.000162489,0.000872612,+Al/+Pi_pH6_wild-type,stop1
AT1G76405,-0.98,4.39589E-05,0.000271055,+Al/+Pi_pH6_wild-type,stop1
AT2G31390,-0.98,7.75197E-07,6.72868E-06,+Al/+Pi_pH6_wild-type,stop1
AT2G41780,-0.98,2.43428E-06,1.94154E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G31490,-0.98,6.86103E-08,7.18791E-07,+Al/+Pi_pH6_wild-type,stop1
AT4G11550,-0.98,0.002993899,0.011365367,+Al/+Pi_pH6_wild-type,stop1
AT1G20700,-0.98,0.002082743,0.008291294,+Al/+Pi_pH6_wild-type,stop1
AT1G21310,-0.98,0.011154039,0.034644608,+Al/+Pi_pH6_wild-type,stop1
AT2G35890,-0.98,0.00863379,0.028092444,+Al/+Pi_pH6_wild-type,stop1
AT3G53235,-0.98,4.64844E-05,0.000285039,+Al/+Pi_pH6_wild-type,stop1
AT1G78100,-0.98,8.54435E-08,8.82039E-07,+Al/+Pi_pH6_wild-type,stop1
AT4G18640,-0.98,3.10133E-09,3.96141E-08,+Al/+Pi_pH6_wild-type,stop1
AT1G53660,-0.98,0.000204865,0.001068205,+Al/+Pi_pH6_wild-type,stop1
AT5G64670,-0.99,9.52362E-10,1.31327E-08,+Al/+Pi_pH6_wild-type,stop1
AT2G38640,-0.99,4.30396E-09,5.38325E-08,+Al/+Pi_pH6_wild-type,stop1
AT2G30010,-0.99,5.20368E-05,0.000314931,+Al/+Pi_pH6_wild-type,stop1
AT5G62310,-0.99,3.96786E-05,0.000247537,+Al/+Pi_pH6_wild-type,stop1
AT1G06620,-0.99,3.78091E-07,3.4766E-06,+Al/+Pi_pH6_wild-type,stop1
AT4G28030,-0.99,0.000165156,0.000885308,+Al/+Pi_pH6_wild-type,stop1
AT3G50660,-0.99,5.36569E-12,1.01789E-10,+Al/+Pi_pH6_wild-type,stop1
AT3G49760,-0.99,0.000859431,0.003810788,+Al/+Pi_pH6_wild-type,stop1
AT1G60010,-0.99,3.56254E-08,3.89593E-07,+Al/+Pi_pH6_wild-type,stop1
AT3G60690,-0.99,9.56151E-07,8.15399E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G62045,-0.99,7.91564E-05,0.000461059,+Al/+Pi_pH6_wild-type,stop1
AT1G57560,-0.99,2.45444E-05,0.000160824,+Al/+Pi_pH6_wild-type,stop1
AT2G25220,-0.99,0.004006603,0.014563637,+Al/+Pi_pH6_wild-type,stop1
AT4G33100,-0.99,5.01755E-07,4.51425E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G59710,-0.99,0.001343121,0.005657431,+Al/+Pi_pH6_wild-type,stop1
AT1G72160,-0.99,1.09378E-07,1.11283E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G59920,-0.99,6.26931E-06,4.63512E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G15600,-0.99,1.75568E-05,0.00011865,+Al/+Pi_pH6_wild-type,stop1
AT4G24090,-0.99,0.00745809,0.024896824,+Al/+Pi_pH6_wild-type,stop1
AT2G02610,-0.99,0.001117883,0.004800654,+Al/+Pi_pH6_wild-type,stop1
AT3G57320,-1.00,4.94098E-05,0.000301171,+Al/+Pi_pH6_wild-type,stop1
AT5G51060,-1.00,5.91549E-08,6.27773E-07,+Al/+Pi_pH6_wild-type,stop1
AT1G20190,-1.00,2.30682E-06,1.84564E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G25980,-1.00,8.1276E-09,9.78854E-08,+Al/+Pi_pH6_wild-type,stop1
AT2G39410,-1.00,3.88566E-06,2.98392E-05,+Al/+Pi_pH6_wild-type,stop1
AT4G09990,-1.00,1.74465E-05,0.0001181,+Al/+Pi_pH6_wild-type,stop1
AT1G02810,-1.00,3.29054E-09,4.19262E-08,+Al/+Pi_pH6_wild-type,stop1
AT3G06680,-1.00,0.000198408,0.001040901,+Al/+Pi_pH6_wild-type,stop1
AT5G06340,-1.00,3.03107E-05,0.000194794,+Al/+Pi_pH6_wild-type,stop1
AT1G03980,-1.00,0.000190232,0.001004191,+Al/+Pi_pH6_wild-type,stop1
AT2G47930,-1.00,0.000106527,0.000600294,+Al/+Pi_pH6_wild-type,stop1
AT1G74440,-1.00,0.001279204,0.005417215,+Al/+Pi_pH6_wild-type,stop1
AT5G41680,-1.00,0.002000119,0.007996564,+Al/+Pi_pH6_wild-type,stop1
AT4G15330,-1.00,4.90324E-07,4.42113E-06,+Al/+Pi_pH6_wild-type,stop1
AT4G13690,-1.00,0.000481203,0.002290112,+Al/+Pi_pH6_wild-type,stop1
AT2G28460,-1.00,0.000728475,0.00330244,+Al/+Pi_pH6_wild-type,stop1
AT5G41590,-1.01,0.002753692,0.010575211,+Al/+Pi_pH6_wild-type,stop1
AT3G47675,-1.01,0.00098492,0.004300087,+Al/+Pi_pH6_wild-type,stop1
AT3G47836,-1.01,3.06988E-05,0.000197109,+Al/+Pi_pH6_wild-type,stop1
AT5G15900,-1.01,0.005868863,0.020198293,+Al/+Pi_pH6_wild-type,stop1
AT3G50130,-1.01,2.05958E-05,0.000137193,+Al/+Pi_pH6_wild-type,stop1
AT1G45545,-1.01,0.004373923,0.015712705,+Al/+Pi_pH6_wild-type,stop1
AT1G01420,-1.01,1.15687E-05,8.1243E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G80320,-1.01,0.004910775,0.017371624,+Al/+Pi_pH6_wild-type,stop1
AT1G54410,-1.01,2.9576E-05,0.000190317,+Al/+Pi_pH6_wild-type,stop1
AT3G53740,-1.01,1.41952E-07,1.41399E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G11460,-1.01,0.007306783,0.024463609,+Al/+Pi_pH6_wild-type,stop1
AT5G05790,-1.01,2.44448E-08,2.72126E-07,+Al/+Pi_pH6_wild-type,stop1
AT3G53220,-1.01,0.000451096,0.002158884,+Al/+Pi_pH6_wild-type,stop1
AT1G66280,-1.01,1.98215E-05,0.000132511,+Al/+Pi_pH6_wild-type,stop1
AT3G14060,-1.01,0.001164989,0.004982021,+Al/+Pi_pH6_wild-type,stop1
AT4G28270,-1.01,2.17859E-06,1.75264E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G59540,-1.01,4.55348E-06,3.44884E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G59850,-1.01,0.00062367,0.002874477,+Al/+Pi_pH6_wild-type,stop1
AT2G16580,-1.01,0.001156266,0.004948121,+Al/+Pi_pH6_wild-type,stop1
AT4G39235,-1.01,0.002583949,0.00999088,+Al/+Pi_pH6_wild-type,stop1
AT1G77280,-1.02,1.02116E-07,1.04413E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G01130,-1.02,8.47903E-06,6.11627E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G35430,-1.02,0.000141183,0.000771154,+Al/+Pi_pH6_wild-type,stop1
AT3G18800,-1.02,0.009709225,0.03086966,+Al/+Pi_pH6_wild-type,stop1
AT5G66610,-1.02,0.000686817,0.003133736,+Al/+Pi_pH6_wild-type,stop1
AT5G20640,-1.02,0.001563222,0.006473853,+Al/+Pi_pH6_wild-type,stop1
AT5G57920,-1.02,0.000151806,0.000821061,+Al/+Pi_pH6_wild-type,stop1
AT1G65900,-1.02,6.62125E-07,5.81385E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G13690,-1.02,5.1007E-09,6.31412E-08,+Al/+Pi_pH6_wild-type,stop1
AT1G21930,-1.02,1.1461E-05,8.05699E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G26218,-1.02,0.006232135,0.021276656,+Al/+Pi_pH6_wild-type,stop1
AT1G74150,-1.02,0.003756762,0.013795258,+Al/+Pi_pH6_wild-type,stop1
AT1G27435,-1.02,1.8427E-07,1.79786E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G57040,-1.02,2.89985E-10,4.39599E-09,+Al/+Pi_pH6_wild-type,stop1
AT1G52300,-1.02,1.44827E-06,1.19703E-05,+Al/+Pi_pH6_wild-type,stop1
AT4G08690,-1.02,8.3058E-10,1.15862E-08,+Al/+Pi_pH6_wild-type,stop1
AT3G07310,-1.02,0.010320032,0.032533476,+Al/+Pi_pH6_wild-type,stop1
AT1G44760,-1.02,4.8691E-05,0.000297411,+Al/+Pi_pH6_wild-type,stop1
AT1G54940,-1.02,0.001719116,0.007008755,+Al/+Pi_pH6_wild-type,stop1
AT5G07460,-1.02,4.73886E-07,4.28615E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G26960,-1.02,6.40397E-07,5.63517E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G65925,-1.02,7.4866E-05,0.000438811,+Al/+Pi_pH6_wild-type,stop1
AT5G20045,-1.02,0.000427309,0.002059501,+Al/+Pi_pH6_wild-type,stop1
AT5G19190,-1.02,0.002094681,0.008324931,+Al/+Pi_pH6_wild-type,stop1
AT3G01580,-1.02,0.006717416,0.02273604,+Al/+Pi_pH6_wild-type,stop1
