atID,logFC,P-value,FDR,type
AT4G19200,1.45,3.76699E-09,1.2712E-07,++Fe
AT1G52565,1.44,1.33769E-06,2.63797E-05,++Fe
AT5G54490,1.44,9.65938E-08,2.4387E-06,++Fe
AT1G69150,1.44,6.86428E-08,1.8043E-06,++Fe
AT4G00780,1.44,0.00782298,0.040653782,++Fe
AT1G79160,1.44,6.28126E-16,7.73806E-14,++Fe
AT2G41480,1.43,3.83825E-09,1.29312E-07,++Fe
AT5G25930,1.43,2.39844E-10,1.01759E-08,++Fe
AT5G16410,1.43,0.00142739,0.010610733,++Fe
AT5G25280,1.43,3.38121E-14,3.07314E-12,++Fe
AT1G02430,1.43,0.001557301,0.011414625,++Fe
AT5G01880,1.43,0.000797812,0.006640319,++Fe
AT3G25570,1.43,3.50035E-06,6.26265E-05,++Fe
AT5G57190,1.43,1.3625E-05,0.000207933,++Fe
AT4G16750,1.43,1.76636E-07,4.17597E-06,++Fe
AT1G79180,1.43,2.33159E-08,6.75369E-07,++Fe
AT5G25140,1.42,0.000482404,0.004367046,++Fe
AT3G45410,1.42,1.87831E-12,1.18189E-10,++Fe
AT5G62150,1.42,6.76011E-07,1.4252E-05,++Fe
AT5G55590,1.42,1.42648E-05,0.000216889,++Fe
AT3G44290,1.41,0.000122501,0.001381763,++Fe
AT4G13300,1.41,7.27913E-06,0.000120144,++Fe
AT4G24340,1.41,3.05507E-07,6.8655E-06,++Fe
AT5G62350,1.41,2.25554E-10,9.60953E-09,++Fe
AT1G67520,1.41,0.0001652,0.00178463,++Fe
AT3G10960,1.41,2.60399E-13,1.9655E-11,++Fe
AT4G02520,1.41,6.49365E-05,0.000806774,++Fe
AT1G74080,1.41,3.9977E-05,0.000529831,++Fe
AT3G45730,1.40,0.004096378,0.024909584,++Fe
AT2G41312,1.40,0.002161319,0.015038777,++Fe
AT3G46650,1.40,5.11092E-05,0.000655698,++Fe
AT5G38310,1.40,0.003516628,0.022237179,++Fe
AT4G33925,1.40,0.000510484,0.004564671,++Fe
AT1G77450,1.40,1.19224E-05,0.000184287,++Fe
AT3G11080,1.40,7.5476E-08,1.95874E-06,++Fe
AT2G17770,1.40,0.008081743,0.04172473,++Fe
AT1G49780,1.39,8.08387E-10,3.11915E-08,++Fe
AT5G46090,1.39,0.001032552,0.00813707,++Fe
AT4G11655,1.39,0.000719896,0.006085937,++Fe
AT4G36830,1.39,3.42543E-06,6.13935E-05,++Fe
AT5G02810,1.39,8.74366E-09,2.75513E-07,++Fe
AT4G39795,1.39,1.21291E-05,0.000187201,++Fe
AT5G22410,1.39,3.5423E-07,7.83136E-06,++Fe
AT1G24420,1.39,0.009273927,0.046222718,++Fe
AT5G07450,1.39,0.000196156,0.002051858,++Fe
AT5G59320,1.39,6.72188E-10,2.63338E-08,++Fe
AT3G55910,1.39,0.001398736,0.010435662,++Fe
AT4G31110,1.39,1.37903E-06,2.70703E-05,++Fe
AT4G19230,1.39,2.64519E-07,6.04403E-06,++Fe
AT1G18140,1.38,3.85718E-06,6.82937E-05,++Fe
AT3G11020,1.38,0.001490499,0.011015795,++Fe
AT1G03850,1.38,1.36188E-07,3.31949E-06,++Fe
AT1G53100,1.38,0.001841533,0.01314004,++Fe
AT5G16240,1.38,1.46644E-05,0.000221646,++Fe
AT3G16430,1.38,2.58221E-09,9.0267E-08,++Fe
AT1G68330,1.37,2.59789E-06,4.80786E-05,++Fe
AT1G66160,1.37,9.90083E-10,3.77043E-08,++Fe
AT3G20370,1.37,2.78387E-10,1.16184E-08,++Fe
AT3G60270,1.37,1.44286E-05,0.000219053,++Fe
AT1G76870,1.37,6.10488E-05,0.000766859,++Fe
AT3G49960,1.37,3.24933E-09,1.10971E-07,++Fe
AT1G77525,1.36,0.001506062,0.011110737,++Fe
AT4G09460,1.36,1.041E-09,3.93502E-08,++Fe
AT5G04980,1.36,4.95255E-09,1.63354E-07,++Fe
AT3G55515,1.36,0.00395435,0.024269643,++Fe
AT4G16146,1.36,1.44667E-05,0.000219144,++Fe
AT2G22860,1.36,0.000139098,0.001541766,++Fe
AT1G30530,1.36,2.79083E-06,5.1278E-05,++Fe
AT3G60130,1.35,5.30159E-11,2.53905E-09,++Fe
AT2G21510,1.35,4.48183E-05,0.00058652,++Fe
AT2G39380,1.35,3.63638E-11,1.7919E-09,++Fe
AT1G11190,1.35,4.44898E-05,0.000583136,++Fe
AT3G48350,1.35,0.003663739,0.022963365,++Fe
AT5G57123,1.35,0.002302608,0.015870687,++Fe
AT3G32030,1.35,2.47601E-05,0.000350411,++Fe
AT1G70420,1.35,2.23958E-05,0.000322077,++Fe
AT1G17860,1.35,3.22732E-13,2.37405E-11,++Fe
AT5G04490,1.35,0.000285373,0.002812474,++Fe
AT2G01300,1.35,0.002133821,0.014898139,++Fe
AT5G25190,1.34,0.000916008,0.007415821,++Fe
AT4G11330,1.34,2.06135E-08,6.0654E-07,++Fe
AT3G47160,1.34,4.30292E-12,2.55057E-10,++Fe
AT5G64890,1.34,9.2272E-05,0.001091929,++Fe
AT5G22250,1.34,1.03308E-07,2.58586E-06,++Fe
AT1G13990,1.34,3.57833E-07,7.88545E-06,++Fe
AT1G67070,1.34,2.24334E-05,0.000322164,++Fe
AT3G24450,1.34,2.64762E-08,7.50955E-07,++Fe
AT1G25220,1.34,4.61708E-14,4.03501E-12,++Fe
AT3G51910,1.34,1.02675E-05,0.000162014,++Fe
AT1G79320,1.34,2.13986E-06,4.02948E-05,++Fe
AT5G18130,1.34,2.33699E-10,9.93586E-09,++Fe
AT5G57655,1.34,6.49545E-09,2.10177E-07,++Fe
AT5G37540,1.34,1.14979E-09,4.31433E-08,++Fe
AT3G08500,1.34,0.006568721,0.035565355,++Fe
AT2G22240,1.33,0.001080201,0.008447463,++Fe
AT4G26890,1.33,0.00097096,0.007741183,++Fe
AT4G17785,1.33,0.001298365,0.009804862,++Fe
AT4G20390,1.33,6.58528E-05,0.00081559,++Fe
AT1G27670,1.33,6.79383E-05,0.000837455,++Fe
AT3G23360,1.33,0.005788878,0.032256829,++Fe
AT5G10770,1.33,2.56984E-08,7.33743E-07,++Fe
AT1G11530,1.33,1.05942E-05,0.000166755,++Fe
AT2G28671,1.33,0.000110859,0.001269715,++Fe
AT3G15770,1.33,2.19394E-06,4.11616E-05,++Fe
AT3G15830,1.33,0.008517035,0.043402282,++Fe
AT5G02170,1.32,8.10066E-06,0.000131684,++Fe
AT4G37070,1.32,5.98911E-11,2.82477E-09,++Fe
AT5G66700,1.32,0.000544248,0.00479116,++Fe
AT1G78660,1.32,2.21068E-11,1.1218E-09,++Fe
AT2G35380,1.32,1.21374E-08,3.73249E-07,++Fe
AT4G14103,1.32,6.38347E-06,0.000107354,++Fe
AT5G25450,1.31,0.000264428,0.002639123,++Fe
AT1G14130,1.31,9.75105E-13,6.538E-11,++Fe
AT5G45095,1.31,0.002520288,0.017060538,++Fe
AT1G55240,1.31,0.004728221,0.027769133,++Fe
AT5G06200,1.31,0.000733975,0.006192159,++Fe
AT3G57787,1.31,0.009172719,0.045863596,++Fe
AT2G27830,1.31,4.08573E-08,1.12757E-06,++Fe
AT4G13260,1.31,0.003253511,0.020863685,++Fe
AT1G44350,1.31,2.99406E-07,6.74323E-06,++Fe
AT3G22740,1.30,3.49077E-05,0.000469942,++Fe
AT2G23540,1.30,8.11726E-06,0.000131849,++Fe
AT5G36110,1.30,0.000212013,0.002198612,++Fe
AT5G11975,1.30,0.000950505,0.007631656,++Fe
AT5G16360,1.30,1.26902E-11,6.82935E-10,++Fe
AT5G42092,1.30,0.001208411,0.009237882,++Fe
AT4G34250,1.30,0.003806444,0.023588421,++Fe
AT2G47200,1.30,0.000119177,0.001350168,++Fe
AT3G03150,1.30,1.19335E-08,3.67531E-07,++Fe
AT2G40095,1.30,2.46366E-12,1.51753E-10,++Fe
AT4G00360,1.29,1.02521E-08,3.19112E-07,++Fe
AT3G19580,1.29,5.75725E-05,0.000729014,++Fe
AT1G78850,1.29,1.21122E-06,2.40715E-05,++Fe
AT5G19230,1.29,1.1565E-08,3.56719E-07,++Fe
AT2G31085,1.29,3.91736E-05,0.000520533,++Fe
AT2G39310,1.29,4.87955E-05,0.000630764,++Fe
AT3G13310,1.29,1.79684E-12,1.13763E-10,++Fe
AT3G22160,1.29,4.85621E-08,1.32236E-06,++Fe
AT5G51500,1.29,0.004940814,0.028639356,++Fe
AT1G62620,1.29,0.006540313,0.035449086,++Fe
AT1G72450,1.28,1.72941E-12,1.09834E-10,++Fe
AT4G21830,1.28,1.3619E-06,2.68054E-05,++Fe
AT1G23710,1.28,6.31392E-05,0.000788277,++Fe
AT4G11211,1.28,4.6937E-07,1.0168E-05,++Fe
AT1G70290,1.28,9.06646E-05,0.001074269,++Fe
AT2G40110,1.28,9.88464E-09,3.08142E-07,++Fe
AT3G59340,1.28,0.000146933,0.001614604,++Fe
AT3G01900,1.28,5.78472E-05,0.00073021,++Fe
AT5G57150,1.27,2.52425E-11,1.26833E-09,++Fe
AT5G12340,1.27,1.74461E-06,3.33597E-05,++Fe
AT4G27070,1.27,5.33664E-12,3.10924E-10,++Fe
AT3G11840,1.27,0.000148986,0.001632779,++Fe
AT5G20150,1.27,0.000175977,0.001879236,++Fe
AT2G34330,1.27,0.006710429,0.036084218,++Fe
AT1G13700,1.27,0.003291979,0.021083922,++Fe
AT2G29650,1.27,7.38988E-06,0.000121619,++Fe
AT4G32940,1.27,1.29984E-06,2.56828E-05,++Fe
AT1G08890,1.27,7.66903E-12,4.30856E-10,++Fe
AT4G14270,1.27,3.40842E-11,1.68363E-09,++Fe
AT2G09945,1.26,0.00207357,0.014527065,++Fe
AT2G30600,1.26,2.35168E-12,1.46176E-10,++Fe
AT5G59400,1.26,2.68303E-05,0.000375808,++Fe
AT1G17190,1.26,7.01109E-05,0.000860605,++Fe
AT5G66052,1.26,0.002184281,0.015183053,++Fe
AT1G53270,1.26,4.49761E-05,0.000588083,++Fe
AT5G06730,1.26,6.35617E-05,0.000792951,++Fe
AT5G51780,1.25,1.46875E-09,5.38637E-08,++Fe
AT1G70890,1.25,0.000609494,0.005279282,++Fe
AT3G25597,1.25,3.34382E-06,6.01947E-05,++Fe
AT1G10360,1.25,0.008196718,0.04216928,++Fe
AT1G77530,1.25,0.000434924,0.003984854,++Fe
AT2G35730,1.25,9.23201E-05,0.001091929,++Fe
AT2G15230,1.25,1.92061E-09,6.89061E-08,++Fe
AT5G04760,1.25,6.85767E-07,1.44428E-05,++Fe
AT4G27745,1.25,3.83019E-06,6.78747E-05,++Fe
AT5G39580,1.25,0.004910613,0.028520883,++Fe
AT1G75450,1.25,2.09432E-05,0.000303751,++Fe
AT3G60490,1.25,8.90032E-05,0.001056977,++Fe
AT2G09225,1.25,0.004875889,0.028375622,++Fe
AT3G14690,1.25,1.96727E-05,0.000287567,++Fe
AT3G63050,1.25,0.007450776,0.039139062,++Fe
AT1G56320,1.24,1.73054E-06,3.31985E-05,++Fe
AT5G53590,1.24,1.72837E-06,3.3188E-05,++Fe
AT4G15330,1.24,1.85118E-10,7.96982E-09,++Fe
AT5G63970,1.24,2.23976E-07,5.21081E-06,++Fe
AT5G43260,1.24,1.57438E-05,0.000236736,++Fe
AT3G13790,1.24,9.94512E-14,8.36945E-12,++Fe
AT3G03290,1.24,0.006888044,0.036845542,++Fe
AT2G14750,1.24,1.54182E-12,9.88409E-11,++Fe
AT1G61590,1.24,6.12031E-12,3.50589E-10,++Fe
AT1G10140,1.24,1.32595E-11,7.09834E-10,++Fe
AT1G05773,1.24,0.00118849,0.009109675,++Fe
AT3G18400,1.24,9.60613E-08,2.42825E-06,++Fe
AT2G02710,1.24,2.36866E-06,4.42366E-05,++Fe
AT4G35160,1.23,2.55909E-06,4.75327E-05,++Fe
AT2G20520,1.23,0.000339353,0.003248956,++Fe
AT1G19180,1.23,2.91895E-07,6.58975E-06,++Fe
AT1G02570,1.23,0.000183733,0.001945799,++Fe
AT1G33110,1.23,5.50469E-06,9.39656E-05,++Fe
AT2G46600,1.23,3.52418E-07,7.79974E-06,++Fe
AT4G18880,1.23,2.69393E-07,6.14168E-06,++Fe
AT5G57540,1.22,9.84913E-06,0.000156015,++Fe
AT2G38530,1.22,4.99021E-08,1.35524E-06,++Fe
AT2G05520,1.22,0.004847725,0.028243867,++Fe
AT5G17700,1.22,0.002348771,0.016123655,++Fe
AT3G05160,1.22,0.000516082,0.00460064,++Fe
AT2G19310,1.22,9.90006E-05,0.001160207,++Fe
AT1G51950,1.22,5.39527E-10,2.13411E-08,++Fe
AT3G06840,1.22,0.001791118,0.012861084,++Fe
AT5G41750,1.21,0.00021217,0.002199123,++Fe
AT2G46510,1.21,0.00010867,0.001252083,++Fe
AT5G28646,1.21,0.000537585,0.004752963,++Fe
AT1G79310,1.21,2.23846E-08,6.52086E-07,++Fe
AT4G34131,1.21,1.32314E-07,3.23663E-06,++Fe
AT5G24470,1.21,3.6655E-11,1.80191E-09,++Fe
AT5G47070,1.21,0.000575067,0.005023545,++Fe
AT3G50400,1.21,0.000122428,0.001381706,++Fe
AT5G14130,1.21,5.45845E-08,1.46298E-06,++Fe
AT1G28380,1.21,1.12983E-07,2.80062E-06,++Fe
AT5G41570,1.21,6.50434E-05,0.000807216,++Fe
AT5G48590,1.21,6.65056E-07,1.405E-05,++Fe
AT5G18240,1.21,0.002440344,0.01664056,++Fe
AT5G60270,1.21,0.00118526,0.009088327,++Fe
AT2G32150,1.21,1.26083E-08,3.85988E-07,++Fe
AT2G33790,1.20,0.007091889,0.037638661,++Fe
AT3G47730,1.20,1.45653E-08,4.4193E-07,++Fe
AT2G32510,1.20,0.000209731,0.002179371,++Fe
AT1G23120,1.20,3.92004E-10,1.59057E-08,++Fe
AT1G02520,1.20,0.000146428,0.001611657,++Fe
AT4G33020,1.20,0.003399653,0.021644742,++Fe
AT1G18300,1.20,4.8058E-05,0.000623595,++Fe
AT5G53110,1.20,5.57033E-09,1.82553E-07,++Fe
AT2G32190,1.20,0.000609505,0.005279282,++Fe
AT4G30960,1.20,1.43928E-13,1.16799E-11,++Fe
AT4G15260,1.20,2.02179E-05,0.000294484,++Fe
AT2G34490,1.20,0.000963818,0.007699253,++Fe
AT3G50290,1.20,5.6687E-05,0.000719584,++Fe
AT2G04400,1.20,1.96986E-10,8.46296E-09,++Fe
AT5G09530,1.19,0.000962143,0.007691881,++Fe
AT5G64900,1.19,6.22293E-05,0.000777866,++Fe
AT1G19200,1.19,0.004788717,0.028003791,++Fe
AT4G29700,1.19,1.70106E-09,6.16438E-08,++Fe
AT5G06090,1.19,0.000287982,0.002831365,++Fe
AT3G55740,1.19,2.80699E-10,1.1691E-08,++Fe
AT5G35110,1.19,0.002556036,0.017234068,++Fe
AT1G25400,1.19,7.80888E-06,0.000127549,++Fe
AT1G34510,1.19,6.7523E-05,0.000833844,++Fe
AT3G54040,1.19,3.98309E-05,0.000528238,++Fe
AT5G38030,1.19,2.29363E-07,5.31801E-06,++Fe
AT2G05630,1.19,1.54336E-06,2.99731E-05,++Fe
AT3G05200,1.18,4.25154E-09,1.42765E-07,++Fe
AT1G79040,1.18,0.005985839,0.033012513,++Fe
AT4G17615,1.18,7.99278E-10,3.09569E-08,++Fe
AT2G30230,1.18,5.03417E-09,1.65779E-07,++Fe
AT5G42590,1.18,0.000570185,0.004985161,++Fe
AT4G23880,1.18,0.002244126,0.015530417,++Fe
AT4G02700,1.18,0.003369552,0.021499947,++Fe
AT5G61650,1.18,4.53423E-05,0.000591932,++Fe
AT4G17490,1.18,0.000865404,0.007073349,++Fe
AT5G18170,1.18,7.03706E-15,7.0199E-13,++Fe
AT1G30500,1.18,0.000103645,0.001204285,++Fe
AT1G22985,1.18,0.005696147,0.031861651,++Fe
AT2G06255,1.18,4.16548E-06,7.30567E-05,++Fe
AT1G53990,1.18,0.004894505,0.028443486,++Fe
AT5G25120,1.18,2.04697E-05,0.000297728,++Fe
AT2G46680,1.17,3.00209E-06,5.46685E-05,++Fe
AT5G04220,1.17,0.000246882,0.002491971,++Fe
AT2G17220,1.17,2.40819E-08,6.96479E-07,++Fe
AT5G01360,1.17,2.07734E-05,0.000301931,++Fe
AT1G24405,1.17,0.010120999,0.049266219,++Fe
AT2G18150,1.17,0.001872379,0.013315405,++Fe
AT5G13580,1.17,0.000224951,0.002309359,++Fe
AT4G27830,1.17,7.41957E-07,1.55302E-05,++Fe
AT2G26480,1.17,8.19235E-08,2.10469E-06,++Fe
AT2G43500,1.16,0.010314672,0.049949098,++Fe
AT1G73330,1.16,0.000554057,0.004867039,++Fe
AT4G22240,1.16,2.85466E-11,1.4212E-09,++Fe
AT1G43670,1.16,9.41087E-08,2.38479E-06,++Fe
AT1G13360,1.16,3.05605E-10,1.26767E-08,++Fe
AT5G65030,1.16,0.001539036,0.011305061,++Fe
AT1G75750,1.16,0.000121095,0.001368926,++Fe
AT3G25655,1.16,0.00544307,0.030765834,++Fe
AT3G19900,1.16,6.94605E-08,1.82111E-06,++Fe
AT3G01475,1.16,0.007318181,0.038621111,++Fe
AT3G21530,1.15,1.46376E-06,2.85902E-05,++Fe
AT3G20660,1.15,0.001245342,0.009477947,++Fe
AT5G60650,1.15,0.001394694,0.010413104,++Fe
AT4G28085,1.15,0.000158293,0.001722421,++Fe
AT4G29070,1.15,3.22424E-07,7.18254E-06,++Fe
AT1G21390,1.15,1.06399E-07,2.65025E-06,++Fe
AT1G58270,1.15,1.74869E-05,0.000258387,++Fe
AT5G65230,1.15,0.00684158,0.036644921,++Fe
AT5G36220,1.15,0.000236817,0.002411808,++Fe
AT3G14780,1.14,1.15179E-06,2.30471E-05,++Fe
AT3G62590,1.14,0.001960522,0.013848941,++Fe
AT1G51340,1.14,6.78196E-06,0.000112757,++Fe
AT2G15390,1.14,9.38505E-10,3.59409E-08,++Fe
AT2G40420,1.14,1.94255E-07,4.56086E-06,++Fe
AT2G24040,1.14,2.6228E-05,0.000368635,++Fe
AT3G21260,1.14,1.59383E-07,3.81051E-06,++Fe
AT4G03140,1.14,1.08612E-07,2.69553E-06,++Fe
AT1G69526,1.14,1.67982E-06,3.23164E-05,++Fe
AT2G17705,1.14,4.71268E-05,0.000612678,++Fe
AT1G73760,1.14,2.09682E-09,7.44442E-08,++Fe
AT4G03420,1.14,2.11236E-09,7.48662E-08,++Fe
AT5G16770,1.14,4.34462E-05,0.000571734,++Fe
AT2G25450,1.14,1.19957E-09,4.4929E-08,++Fe
AT5G64250,1.14,8.35738E-06,0.00013468,++Fe
AT5G60680,1.14,5.68121E-08,1.5187E-06,++Fe
AT3G57010,1.14,1.86043E-06,3.53256E-05,++Fe
AT1G63720,1.14,2.17736E-06,4.09256E-05,++Fe
AT1G53180,1.14,4.83831E-11,2.32808E-09,++Fe
AT5G15190,1.13,0.002567533,0.01730018,++Fe
AT3G06780,1.13,7.39231E-06,0.000121619,++Fe
AT4G15396,1.13,2.26272E-05,0.000324719,++Fe
AT2G02300,1.13,0.009265915,0.046205288,++Fe
AT5G01750,1.13,1.32967E-08,4.05848E-07,++Fe
AT5G41400,1.13,3.78062E-07,8.30438E-06,++Fe
AT3G04370,1.13,0.004024827,0.024576804,++Fe
AT2G05620,1.13,2.57068E-06,4.77045E-05,++Fe
AT1G55510,1.13,6.83125E-06,0.0001133,++Fe
AT3G11210,1.13,7.81404E-08,2.02275E-06,++Fe
AT5G18310,1.13,1.59033E-10,6.90495E-09,++Fe
AT4G20840,1.13,4.5253E-09,1.5072E-07,++Fe
AT3G29635,1.13,0.00891794,0.044841865,++Fe
AT1G50060,1.13,0.000191408,0.00201351,++Fe
AT1G27290,1.13,5.86012E-09,1.91437E-07,++Fe
AT1G55940,1.12,1.77592E-05,0.000261842,++Fe
AT1G24430,1.12,7.04465E-05,0.000863687,++Fe
AT3G07350,1.12,3.62433E-05,0.00048538,++Fe
AT1G79700,1.12,0.00848534,0.043294714,++Fe
AT3G15990,1.12,1.43914E-08,4.38604E-07,++Fe
AT1G70850,1.12,0.000330192,0.003180608,++Fe
AT5G59540,1.12,7.99215E-07,1.65928E-05,++Fe
AT3G17700,1.12,0.000289732,0.002845831,++Fe
AT3G09600,1.12,0.010170717,0.049451063,++Fe
AT1G74100,1.12,2.15355E-09,7.61941E-08,++Fe
AT3G51730,1.12,1.914E-08,5.67265E-07,++Fe
AT5G06230,1.12,3.28218E-05,0.000446577,++Fe
AT2G47270,1.12,5.21171E-08,1.40236E-06,++Fe
AT4G23070,1.11,0.004310257,0.025909689,++Fe
AT2G15760,1.11,6.32797E-07,1.33962E-05,++Fe
AT4G28850,1.11,0.000213585,0.002211548,++Fe
AT2G29710,1.11,0.000812302,0.006742585,++Fe
AT1G31935,1.11,8.11737E-05,0.000976472,++Fe
AT3G29410,1.11,0.003557285,0.022424935,++Fe
AT1G58180,1.11,2.4137E-05,0.00034278,++Fe
AT4G39090,1.11,1.31156E-10,5.75567E-09,++Fe
AT1G04347,1.11,0.005815477,0.032369761,++Fe
AT3G28345,1.11,0.000287454,0.002828887,++Fe
AT4G29690,1.10,7.18309E-06,0.000118654,++Fe
AT4G04960,1.10,1.69719E-05,0.000252419,++Fe
AT2G29330,1.10,1.62229E-05,0.000242869,++Fe
AT3G15630,1.10,0.000126401,0.00142106,++Fe
AT5G05410,1.10,0.001125318,0.008720253,++Fe
AT5G44005,1.10,0.000147867,0.001623122,++Fe
AT5G09440,1.10,3.18557E-07,7.11966E-06,++Fe
AT3G11430,1.10,0.000163073,0.001766339,++Fe
AT5G40170,1.10,3.22115E-07,7.18254E-06,++Fe
AT2G22930,1.10,3.56692E-09,1.20768E-07,++Fe
AT2G22510,1.10,0.002154247,0.01500489,++Fe
AT4G24130,1.10,1.4825E-07,3.57207E-06,++Fe
AT1G45201,1.10,0.002435807,0.016615164,++Fe
AT4G25410,1.10,0.004791664,0.028007237,++Fe
AT3G10260,1.09,3.19772E-10,1.32108E-08,++Fe
AT1G80440,1.09,0.003420991,0.021760271,++Fe
AT5G65830,1.09,6.99771E-08,1.82763E-06,++Fe
AT5G09855,1.09,0.008840251,0.04456079,++Fe
AT2G44010,1.09,9.12346E-08,2.32347E-06,++Fe
AT4G04640,1.09,0.001833621,0.013092718,++Fe
AT3G10190,1.09,1.14495E-05,0.000178326,++Fe
AT1G35250,1.09,0.000277344,0.002745064,++Fe
AT3G44550,1.09,0.000739663,0.006224737,++Fe
AT5G25250,1.09,0.00220492,0.01529014,++Fe
AT1G69890,1.09,1.13222E-08,3.49757E-07,++Fe
AT1G62430,1.09,1.19317E-06,2.37358E-05,++Fe
AT5G58860,1.09,0.00017714,0.001890667,++Fe
AT3G10986,1.09,0.0025477,0.017189201,++Fe
AT3G45300,1.09,1.8103E-07,4.26997E-06,++Fe
AT3G13277,1.08,0.001011013,0.008001246,++Fe
AT1G12780,1.08,3.74065E-06,6.66925E-05,++Fe
AT2G40340,1.08,0.000368492,0.003471479,++Fe
AT3G48340,1.08,3.30136E-06,5.95876E-05,++Fe
AT3G51660,1.08,0.00187332,0.013315742,++Fe
AT1G30730,1.08,0.001514691,0.011150265,++Fe
AT2G34500,1.08,0.000201186,0.002099111,++Fe
AT2G45450,1.08,0.004933186,0.028619477,++Fe
AT3G21700,1.08,4.95299E-07,1.06732E-05,++Fe
AT1G02360,1.08,1.19213E-05,0.000184287,++Fe
AT3G12580,1.08,0.003368138,0.021497638,++Fe
AT4G38080,1.08,0.000958984,0.007671978,++Fe
AT5G61640,1.08,2.10656E-06,3.97043E-05,++Fe
AT2G22430,1.08,9.62717E-11,4.32803E-09,++Fe
AT4G35840,1.08,1.54836E-09,5.66441E-08,++Fe
AT5G17650,1.07,1.04678E-07,2.61375E-06,++Fe
AT5G18630,1.07,8.43963E-09,2.67582E-07,++Fe
AT2G02850,1.07,9.91311E-06,0.000156785,++Fe
AT5G42250,1.07,4.43745E-07,9.6231E-06,++Fe
AT4G27020,1.07,5.93118E-08,1.57933E-06,++Fe
AT1G58340,1.07,4.04343E-06,7.11601E-05,++Fe
AT5G49015,1.07,0.000663713,0.005671932,++Fe
AT4G35070,1.07,0.002473959,0.016817239,++Fe
AT5G64170,1.07,1.00368E-06,2.04638E-05,++Fe
AT3G48890,1.07,3.95462E-08,1.09286E-06,++Fe
AT5G57350,1.07,1.15836E-07,2.85747E-06,++Fe
AT3G60580,1.07,0.003239951,0.020822436,++Fe
AT5G04330,1.07,1.26002E-05,0.000193886,++Fe
AT5G49350,1.07,1.10538E-05,0.000172728,++Fe
AT4G20830,1.07,6.19127E-06,0.000104465,++Fe
AT3G48690,1.07,6.18862E-09,2.01204E-07,++Fe
AT2G01180,1.07,1.20831E-09,4.51734E-08,++Fe
AT3G57380,1.06,3.66482E-06,6.53976E-05,++Fe
AT3G54420,1.06,6.46233E-08,1.70963E-06,++Fe
AT1G19050,1.06,0.003682054,0.02304806,++Fe
AT5G62280,1.06,5.28488E-05,0.000675474,++Fe
AT1G29290,1.06,0.002525048,0.017074373,++Fe
AT5G06720,1.06,0.000515344,0.004596907,++Fe
AT1G01190,1.06,0.001288922,0.009751555,++Fe
AT5G65380,1.06,1.48961E-08,4.5063E-07,++Fe
AT4G13180,1.06,1.30401E-10,5.73486E-09,++Fe
AT5G24290,1.06,7.72453E-09,2.46823E-07,++Fe
AT1G72890,1.06,0.000834327,0.006870011,++Fe
AT5G64780,1.06,0.004496645,0.026786016,++Fe
AT5G40890,1.06,7.78601E-07,1.62143E-05,++Fe
AT3G03530,1.06,0.006783257,0.036380175,++Fe
AT1G04360,1.06,1.74021E-06,3.33214E-05,++Fe
AT2G47130,1.06,9.6939E-08,2.44138E-06,++Fe
AT1G54530,1.06,0.000478786,0.004341983,++Fe
AT1G78600,1.06,5.99487E-11,2.82477E-09,++Fe
AT1G61340,1.06,0.003105522,0.020135675,++Fe
AT4G36040,1.06,9.45944E-07,1.94028E-05,++Fe
AT3G29250,1.06,0.000299639,0.002927673,++Fe
AT2G15480,1.05,1.80749E-10,7.81461E-09,++Fe
AT5G66790,1.05,0.001295778,0.009796176,++Fe
AT3G53510,1.05,0.000390845,0.003648003,++Fe
AT1G80650,1.05,0.004767381,0.027931682,++Fe
AT3G50800,1.05,0.000618617,0.005344623,++Fe
AT1G61360,1.05,1.98452E-07,4.64342E-06,++Fe
AT5G16490,1.05,3.41321E-05,0.000462559,++Fe
AT2G44230,1.05,0.000358685,0.003392937,++Fe
AT1G47128,1.05,2.57259E-08,7.33743E-07,++Fe
AT4G01830,1.05,0.004685972,0.027568509,++Fe
AT4G36648,1.05,3.13149E-07,7.01414E-06,++Fe
AT1G04503,1.04,0.002239613,0.015506462,++Fe
AT5G01560,1.04,0.000540254,0.004768322,++Fe
AT5G14285,1.04,2.4855E-06,4.62918E-05,++Fe
AT4G37180,1.04,2.4195E-10,1.02229E-08,++Fe
AT5G19140,1.04,0.00085492,0.007007261,++Fe
AT4G23100,1.04,5.77116E-11,2.74466E-09,++Fe
AT5G60200,1.04,1.96091E-08,5.80326E-07,++Fe
AT3G18930,1.04,0.000132191,0.001479642,++Fe
AT1G04220,1.04,0.000242511,0.00245634,++Fe
AT4G35420,1.04,0.004777924,0.02796412,++Fe
AT2G42060,1.04,0.000613929,0.005312222,++Fe
AT2G40300,1.04,4.09708E-05,0.0005409,++Fe
AT5G07860,1.04,1.38322E-05,0.000210781,++Fe
AT5G66800,1.04,0.0080009,0.041390484,++Fe
AT1G53130,1.04,0.005551996,0.031217574,++Fe
AT3G43670,1.04,1.47897E-07,3.57207E-06,++Fe
AT5G27280,1.04,9.71893E-06,0.000154191,++Fe
AT4G29905,1.03,0.00053116,0.00471575,++Fe
AT1G11210,1.03,2.33686E-07,5.41209E-06,++Fe
AT5G65170,1.03,0.006944993,0.037096407,++Fe
AT4G30450,1.03,0.000118928,0.001348902,++Fe
