atID,-Pi_ph6/+Pi_pH6,+Pi_ph5/+Pi_pH6,-Pi_ph5/+Pi_pH6,+Al/+Pi_pH6,++Fe/+Pi_pH6,-Pi_ph6/+Pi_pH6_wild-type,+Pi_ph5/+Pi_pH6_wild-type,-Pi_ph5/+Pi_pH6_wild-type,+Al/+Pi_pH6_wild-type,++Fe/+Pi_pH6_wild-type
AT4G36580,0,0,0,0,1,0,0,0,1,0
AT1G73180,0,0,0,0,1,0,0,0,1,1
AT1G63440,0,0,0,0,1,0,0,0,1,0
AT5G15810,0,0,0,0,1,0,0,0,1,1
AT4G39350,0,0,0,0,1,0,0,0,1,1
AT2G27470,0,0,0,0,1,0,0,0,0,0
AT1G16330,0,0,0,0,1,0,0,0,0,0
AT3G54600,0,0,0,0,1,0,0,0,1,0
AT1G51310,0,0,0,0,1,0,0,0,0,1
AT1G31320,0,0,0,0,1,0,0,0,1,0
AT3G22660,0,0,0,0,1,0,0,0,1,0
AT2G37690,0,0,0,0,1,0,0,0,0,0
AT3G53760,0,0,0,0,1,0,0,0,0,1
AT1G08410,0,0,0,0,1,0,0,0,1,1
AT2G18570,0,0,0,0,1,0,0,0,0,0
AT1G45249,0,0,0,0,1,0,0,0,0,1
AT5G54390,0,0,0,0,1,0,0,0,0,1
AT4G01090,0,0,0,0,1,0,0,0,0,1
AT3G49320,0,0,0,0,1,0,0,0,1,1
AT1G04180,0,0,0,0,1,1,0,0,0,1
AT2G30490,0,0,0,0,1,0,0,0,0,1
AT1G52160,0,0,0,0,1,0,0,0,1,1
AT1G54570,0,0,0,0,1,0,0,0,0,1
AT3G22104,0,0,0,0,1,0,0,0,0,0
AT1G34355,0,0,0,0,1,0,0,0,0,0
AT3G54390,0,0,0,0,1,0,0,0,0,0
AT4G37910,0,0,0,0,1,0,0,0,0,0
AT3G48440,0,0,0,0,1,0,0,0,0,1
AT4G30020,0,0,0,0,1,0,0,0,0,1
AT2G40120,0,0,0,0,1,0,0,0,0,0
AT4G17610,0,0,0,0,1,0,0,0,1,0
AT4G40000,0,0,0,0,1,0,0,0,0,0
AT1G48650,0,0,0,0,1,0,0,0,0,0
AT4G20170,0,0,0,0,1,0,0,0,0,0
AT4G01860,0,0,0,0,1,0,0,0,1,1
AT5G59920,0,0,0,0,1,0,0,0,1,1
AT1G12430,0,0,0,0,1,0,0,0,0,0
AT1G63640,0,0,0,0,1,0,0,0,0,0
AT1G15440,0,0,0,0,1,0,0,0,0,1
AT5G03150,0,0,0,0,1,0,0,0,1,1
AT3G49990,0,0,0,0,1,0,0,0,1,1
AT5G56790,0,0,0,0,1,0,0,0,0,0
AT5G54800,0,0,0,0,1,0,0,0,0,1
AT1G55040,0,0,0,0,1,0,0,0,0,0
AT1G20550,0,0,0,0,1,0,0,0,0,1
AT1G19600,0,0,0,0,1,0,0,0,0,1
AT4G02130,0,0,0,0,1,0,0,1,1,1
AT4G08580,0,0,0,0,1,0,0,0,0,0
AT5G65210,0,0,0,0,1,0,0,0,1,1
AT1G55540,0,0,0,0,1,0,0,0,0,0
AT3G13300,0,0,0,0,1,0,0,0,0,1
AT2G30960,0,0,0,0,1,0,0,0,0,0
AT3G62040,0,0,0,0,1,0,0,0,1,1
AT5G48470,0,0,0,0,1,0,0,0,0,0
AT1G76810,0,0,0,0,1,0,0,0,0,0
AT2G21790,0,0,0,0,1,0,0,0,0,0
AT5G51100,0,0,0,0,1,0,0,0,0,0
AT1G80410,0,0,0,0,1,0,0,0,0,1
AT5G16780,0,0,0,0,1,0,0,0,0,0
AT3G01160,0,0,0,0,1,0,0,0,0,0
AT4G27430,0,0,0,0,1,0,0,0,0,0
AT2G37040,0,0,0,0,1,0,0,0,0,1
AT2G38440,0,0,0,0,1,0,0,0,0,1
AT4G35730,0,0,0,0,1,0,0,0,0,0
AT2G28590,0,0,0,0,1,0,0,0,1,1
AT1G19220,0,0,0,0,1,0,0,0,0,0
AT4G18700,0,0,0,0,1,0,0,0,0,0
AT5G19390,0,0,0,0,1,0,0,0,0,1
AT5G08110,0,0,0,0,1,0,0,0,0,0
AT4G35380,0,0,0,0,1,0,0,0,0,1
AT4G07825,0,0,0,0,1,0,0,0,0,1
AT2G40320,0,0,0,0,1,0,0,0,1,1
AT5G16930,0,0,0,0,1,0,0,0,1,0
AT5G37190,0,0,0,0,1,0,0,0,0,0
AT1G63810,0,0,0,0,1,0,0,0,0,1
AT5G61460,0,0,0,0,1,0,0,0,0,0
AT5G45060,0,0,0,0,1,0,0,0,0,0
AT3G19670,0,0,0,0,1,0,0,0,0,1
AT2G01750,0,0,0,0,1,0,0,0,0,0
AT1G21980,0,0,0,0,1,0,0,0,0,1
AT5G08780,0,0,0,0,1,0,0,0,0,0
AT5G04895,0,0,0,0,1,0,0,0,1,0
AT2G34680,0,0,0,0,1,0,0,0,0,1
AT2G32430,0,0,0,0,1,0,0,0,1,1
AT1G12580,0,0,0,0,1,0,0,0,1,1
AT4G27640,0,0,0,0,1,0,0,0,0,1
AT4G28710,0,0,0,0,1,0,0,0,1,1
AT5G23890,0,0,0,0,1,0,0,0,0,0
AT1G30600,0,0,0,0,1,0,0,0,0,0
AT4G04920,0,0,0,0,1,0,0,0,0,1
AT1G62180,0,0,0,0,1,1,0,1,1,1
AT1G11580,0,0,0,0,1,0,0,0,1,1
AT1G24706,0,0,0,0,1,0,0,0,0,0
AT1G09000,0,0,0,0,1,0,0,0,0,1
AT2G48030,0,0,0,0,1,0,0,0,0,0
AT1G58025,0,0,0,0,1,0,0,0,1,0
AT4G36090,0,0,0,0,1,0,0,0,1,1
AT3G24000,0,0,0,0,1,0,0,0,1,1
AT4G26110,0,0,0,0,1,0,0,0,1,1
AT1G53340,0,0,0,0,1,0,0,0,1,1
AT3G54260,0,0,0,0,1,1,0,0,0,1
AT4G01540,0,0,0,0,1,0,0,0,0,1
AT4G32010,0,0,0,0,1,0,0,0,0,1
AT4G24680,0,0,0,0,1,0,0,0,0,0
AT1G71880,0,0,0,0,1,0,0,1,1,1
AT1G21650,0,0,0,0,1,0,0,0,0,0
AT1G28110,0,0,0,0,1,0,0,0,0,0
AT4G39230,0,0,0,0,1,0,0,0,0,1
AT1G06560,0,0,0,0,1,0,0,0,0,0
AT2G39700,0,0,0,0,1,0,0,0,0,0
AT1G14840,0,0,0,0,1,0,0,0,0,0
AT2G45680,0,0,0,0,1,0,0,0,0,1
AT2G28250,0,0,0,0,1,0,0,0,1,1
AT5G09870,0,0,0,0,1,0,0,0,1,1
AT3G61780,0,0,0,0,1,0,0,0,0,0
AT1G12650,0,0,0,0,1,0,0,0,1,0
AT5G52810,0,0,0,0,1,0,0,0,1,1
AT5G65900,0,0,0,0,1,0,0,0,0,0
AT1G02860,0,0,0,0,1,0,0,0,1,1
AT3G14172,0,0,0,0,1,0,0,0,0,1
AT5G21160,0,0,0,0,1,0,0,0,0,1
AT3G18170,0,0,0,0,1,0,0,0,1,0
AT1G03760,0,0,0,0,1,0,0,0,0,0
AT5G61330,0,0,0,0,1,0,0,0,1,0
AT2G34780,0,0,0,0,1,0,0,0,0,0
AT2G45000,0,0,0,0,1,0,0,0,0,1
AT2G22490,0,0,0,0,1,0,0,0,1,1
AT5G09690,0,0,0,0,1,0,0,0,1,1
AT3G55120,0,0,0,0,1,0,0,0,0,1
AT4G27180,0,0,0,0,1,0,0,0,0,0
AT3G44430,0,0,0,0,1,0,0,0,1,1
AT3G43210,0,0,0,0,1,0,0,0,0,0
AT2G23740,0,0,0,0,1,0,0,0,0,1
AT1G09840,0,0,0,0,1,0,0,0,0,1
AT1G54890,0,0,0,0,1,0,0,0,1,0
AT4G31210,0,0,0,0,1,0,0,0,0,0
AT3G12020,0,0,0,0,1,0,0,0,0,0
AT5G47250,0,0,0,0,1,0,0,0,1,1
AT3G13690,0,0,0,0,1,0,0,0,1,1
AT5G24100,0,0,0,0,1,0,0,0,1,0
AT4G15850,0,0,0,0,1,0,0,0,1,1
AT4G39840,0,0,0,0,1,0,0,0,1,0
AT3G52115,0,0,0,0,1,0,0,0,1,0
AT2G47500,0,0,0,0,1,0,0,0,0,0
AT5G64740,0,0,0,0,1,0,0,0,1,1
AT1G31230,0,0,0,0,1,0,0,0,1,0
AT2G37080,0,0,0,0,1,0,0,0,0,0
AT4G16380,0,0,0,0,1,0,0,0,0,0
AT3G27550,0,0,0,0,1,0,0,0,0,0
AT2G41820,0,0,0,0,1,0,0,0,0,1
AT3G63400,0,0,0,0,1,0,0,0,0,1
AT5G65950,0,0,0,0,1,0,0,0,0,1
AT2G38960,0,0,0,0,1,0,0,0,1,1
AT2G28890,0,0,0,0,1,0,0,0,1,1
AT3G23530,0,0,0,0,1,0,0,0,1,1
AT5G12470,0,0,0,0,1,0,0,0,1,1
AT5G43910,0,0,0,0,1,0,0,0,1,1
AT3G47520,0,0,0,0,1,0,0,0,1,1
AT4G32410,0,0,0,0,1,0,0,0,1,1
AT4G24970,0,0,0,0,1,0,0,0,1,0
AT3G60320,0,0,0,0,1,0,0,0,0,1
AT3G18100,0,0,0,0,1,0,0,0,0,0
AT4G12620,0,0,0,0,1,0,0,0,0,0
AT2G35630,0,0,0,0,1,0,0,0,0,1
AT1G22180,0,0,0,0,1,0,0,0,0,1
AT4G21390,0,0,0,0,1,0,0,0,0,1
AT1G16220,0,0,0,0,1,0,0,0,0,1
AT1G03830,0,0,0,0,1,0,0,0,0,0
AT1G74160,0,0,0,0,1,0,0,0,0,1
AT5G41620,0,0,0,0,1,0,0,0,0,0
AT2G23340,0,0,0,0,1,0,0,0,1,1
AT3G03770,0,0,0,0,1,0,0,0,0,0
AT5G46580,0,0,0,0,1,0,0,0,1,0
AT2G16485,0,0,0,0,1,0,0,0,0,0
AT2G25480,0,0,0,0,1,0,0,0,1,0
AT1G10570,0,0,0,0,1,0,0,0,0,1
AT1G78120,0,0,0,0,1,0,0,0,1,0
AT2G29980,0,0,0,0,1,0,0,0,1,1
AT5G55920,0,0,0,0,1,0,0,0,0,0
AT3G51740,0,0,0,0,1,0,0,0,0,0
AT3G60740,0,0,0,0,1,0,0,0,0,0
AT4G02400,0,0,0,0,1,0,0,0,0,0
AT5G67200,0,0,0,0,1,0,0,0,0,1
AT2G24990,0,0,0,0,1,0,0,0,0,0
AT3G62700,0,0,0,0,1,0,0,0,1,1
AT4G00020,0,0,0,0,1,0,0,0,0,0
AT5G56090,0,0,0,0,1,0,0,0,0,1
AT1G80070,0,0,0,0,1,0,0,0,0,0
AT1G15200,0,0,0,0,1,0,0,0,0,0
AT3G14900,0,0,0,0,1,0,0,0,0,0
AT1G33410,0,0,0,0,1,0,0,0,0,1
AT5G26860,0,0,0,0,1,0,0,0,0,0
AT2G41370,0,0,0,0,1,0,0,0,0,0
AT5G09840,0,0,0,0,1,0,0,0,0,0
AT3G07430,0,0,0,0,1,0,0,0,1,0
AT1G15380,0,0,0,0,1,0,0,1,1,1
AT5G49680,0,0,0,0,1,0,0,0,0,1
AT5G52910,0,0,0,0,1,0,0,0,0,0
AT5G25620,0,0,0,0,1,0,0,1,0,1
AT5G56250,0,0,0,0,1,0,0,0,1,0
AT2G38380,0,0,0,0,1,0,0,0,1,0
AT5G57070,0,0,0,0,1,0,0,0,1,0
AT5G14920,0,0,0,0,1,0,0,1,0,0
AT2G21840,0,0,0,0,1,0,0,0,1,1
AT1G68990,0,0,0,0,1,0,0,0,0,1
AT1G02970,0,0,0,0,1,0,0,0,0,0
AT5G06110,0,0,0,0,1,0,0,0,0,0
AT5G58040,0,0,0,0,1,0,0,0,0,1
AT3G59020,0,0,0,0,1,0,0,0,0,1
AT5G17800,0,0,0,0,1,0,0,0,0,0
AT4G33420,0,0,0,0,1,0,0,0,0,0
AT5G57160,0,0,0,0,1,0,0,0,0,1
AT2G47860,0,0,0,0,1,0,0,0,0,1
AT3G05680,0,0,0,0,1,0,0,0,0,1
AT1G72300,0,0,0,0,1,0,0,0,1,1
AT4G24270,0,0,0,0,1,0,0,0,0,0
AT1G13050,0,0,0,0,1,0,0,0,0,1
AT5G27120,0,0,0,0,1,0,0,0,1,0
AT1G29940,0,0,0,0,1,0,0,0,0,1
AT5G09420,0,0,0,0,1,0,0,0,0,1
AT5G04560,0,0,0,0,1,0,0,0,0,0
AT3G42660,0,0,0,0,1,0,0,0,0,0
AT4G26600,0,0,0,0,1,0,0,0,0,0
AT1G55350,0,0,0,0,1,0,0,0,0,1
AT2G34060,0,0,0,0,1,0,0,0,0,1
AT2G40360,0,0,0,0,1,0,0,0,1,1
AT2G40080,0,0,0,0,1,0,0,0,1,1
AT1G05160,0,0,0,0,1,0,0,0,0,0
AT5G05210,0,0,0,0,1,0,0,0,0,0
AT5G20990,0,0,0,0,1,0,0,0,0,1
AT1G09300,0,0,0,0,1,0,0,0,1,1
AT3G16840,0,0,0,0,1,0,0,0,0,0
AT5G66540,0,0,0,0,1,0,0,0,0,0
AT3G18524,0,0,0,0,1,0,0,0,0,0
AT3G50380,0,0,0,0,1,0,0,0,0,1
AT1G13220,0,0,0,0,1,0,0,0,0,0
AT1G17060,0,0,0,0,1,0,0,0,0,1
AT3G25790,0,0,0,0,1,0,0,0,1,0
AT2G31060,0,0,0,0,1,0,0,0,0,1
AT1G70320,0,0,0,0,1,0,0,0,0,0
AT1G62130,0,0,0,0,1,0,0,0,0,1
AT5G08570,0,0,0,0,1,0,0,0,1,1
AT1G03040,0,0,0,0,1,0,0,1,1,1
AT5G06610,0,0,0,0,1,0,0,0,1,1
AT1G15290,0,0,0,0,1,0,0,0,1,0
AT4G18600,0,0,0,0,1,0,0,0,0,0
AT4G32200,0,0,0,0,1,0,0,0,0,1
AT1G20960,0,0,0,0,1,0,0,0,0,0
AT2G28290,0,0,0,0,1,0,0,0,0,0
AT1G74180,0,0,0,0,1,0,0,0,1,1
AT5G24850,0,0,0,0,1,0,0,0,1,1
AT3G52370,0,0,0,0,1,0,0,0,1,1
AT2G24120,0,0,0,0,1,0,0,0,0,1
AT4G22110,0,0,0,0,1,0,0,0,1,1
AT3G14360,0,0,0,0,1,0,0,0,0,0
AT2G17150,0,0,0,0,1,0,0,0,1,1
AT5G03380,0,0,0,0,1,0,0,0,1,1
AT1G75150,0,0,0,0,1,0,0,0,0,0
AT1G70060,0,0,0,0,1,0,0,0,0,0
AT1G59970,0,0,0,0,1,0,0,0,1,1
AT1G65010,0,0,0,0,1,0,0,0,0,0
AT3G21540,0,0,0,0,1,0,0,0,0,0
AT2G02160,0,0,0,0,1,0,0,0,0,1
AT3G18290,0,0,0,0,1,0,0,0,0,1
AT5G07890,0,0,0,0,1,0,0,0,0,0
AT3G06010,0,0,0,0,1,0,0,0,0,0
AT2G18220,0,0,0,0,1,0,0,0,0,0
AT1G15940,0,0,0,0,1,0,0,0,0,0
AT3G51240,0,0,0,0,1,0,0,0,1,1
AT1G03080,0,0,0,0,1,0,0,0,0,0
AT5G60030,0,0,0,0,1,0,0,0,0,0
AT4G34860,0,0,0,0,1,1,0,0,1,1
AT1G54220,0,0,0,0,1,0,0,0,0,0
AT5G47820,0,0,0,0,1,0,0,0,1,1
AT2G23910,0,0,0,0,1,0,0,0,1,1
AT1G13160,0,0,0,0,1,0,0,0,0,0
AT1G14040,0,0,0,0,1,0,0,0,1,1
AT5G67240,0,0,0,0,1,0,0,0,0,0
AT5G66920,0,0,0,0,1,0,0,0,0,1
AT1G64390,0,0,0,0,1,0,0,1,0,1
AT2G38770,0,0,0,0,1,0,0,0,0,0
AT2G32390,0,0,0,0,1,0,0,0,1,1
AT1G17920,0,0,0,0,1,0,0,0,0,1
AT5G22750,0,0,0,0,1,0,0,0,0,1
AT2G25530,0,0,0,0,1,0,0,0,0,1
AT2G43970,0,0,0,0,1,0,0,0,1,1
AT1G02050,0,0,0,0,1,0,0,0,0,1
AT4G25110,0,0,0,0,1,0,0,0,1,1
AT3G51480,0,0,0,0,1,0,0,0,0,1
AT5G63550,0,0,0,0,1,0,0,0,0,0
AT2G28970,0,0,0,0,1,0,0,0,1,1
AT1G23080,0,0,0,0,1,0,0,0,0,1
AT2G41010,0,0,0,0,1,0,0,1,1,1
AT3G58980,0,0,0,0,1,0,0,0,0,0
AT3G51720,0,0,0,0,1,0,0,0,0,0
AT1G27470,0,0,0,0,1,0,0,0,1,1
AT1G02720,0,0,0,0,1,0,0,0,1,1
AT1G72440,0,0,0,0,1,0,0,0,0,0
AT5G60690,0,0,0,0,1,0,0,0,0,0
AT4G31730,0,0,0,0,1,0,0,0,1,0
AT5G17760,0,0,0,0,1,0,0,0,1,0
AT3G59820,0,0,0,0,1,0,0,0,0,1
AT4G13330,0,0,0,0,1,0,0,0,1,1
AT1G04730,0,0,0,0,1,0,0,0,0,0
AT3G46720,0,0,0,0,1,0,0,0,1,1
AT3G03300,0,0,0,0,1,0,0,0,0,1
AT5G42540,0,0,0,0,1,0,0,0,0,0
AT5G22320,0,0,0,0,1,0,0,0,0,0
AT3G14890,0,0,0,0,1,0,0,0,0,1
AT1G29900,0,0,0,0,1,0,0,0,1,1
AT1G03060,0,0,0,0,1,0,0,0,0,1
AT1G58070,0,0,0,0,1,0,0,0,0,0
AT1G01920,0,0,0,0,1,0,0,0,0,1
AT5G11420,0,0,0,0,1,0,0,0,1,0
AT3G52960,0,0,0,0,1,0,0,0,0,0
AT5G35750,0,0,0,0,1,0,0,0,1,1
AT3G02910,0,0,0,0,1,1,0,0,1,1
AT1G58370,0,0,0,0,1,0,0,0,0,0
AT5G25800,0,0,0,0,1,0,0,0,1,1
AT3G17420,0,0,0,0,1,0,0,0,0,1
AT1G79280,0,0,0,0,1,0,0,0,0,0
AT3G01810,0,0,0,0,1,0,0,0,1,1
AT3G47640,0,0,0,0,1,0,0,0,1,1
AT1G06670,0,0,0,0,1,0,0,0,0,0
AT1G69070,0,0,0,0,1,0,0,0,0,0
AT4G26190,0,0,0,0,1,0,0,0,0,0
AT1G33390,0,0,0,0,1,0,0,0,0,1
AT5G65683,0,0,0,0,1,0,0,0,1,1
AT2G31970,0,0,0,0,1,0,0,0,0,1
AT2G26410,0,0,0,0,1,0,0,0,1,1
AT1G68790,0,0,0,0,1,0,0,0,0,0
AT5G01050,0,0,0,0,1,0,0,0,1,1
AT3G24080,0,0,0,0,1,0,0,0,0,0
AT2G46910,0,0,0,0,1,0,0,0,0,0
AT5G52850,0,0,0,0,1,0,0,0,0,0
AT2G42247,0,0,0,0,1,0,0,0,0,1
AT1G22885,0,0,0,0,1,0,0,0,1,1
AT5G62720,0,0,0,0,1,0,0,0,1,0
AT1G75310,0,0,0,0,1,0,0,0,0,0
AT5G17880,0,0,0,0,1,0,0,0,1,1
AT5G07650,0,0,0,0,1,0,0,1,1,1
AT1G75500,0,0,0,0,1,0,0,0,0,0
AT4G36080,0,0,0,0,1,0,0,0,0,1
AT1G61210,0,0,0,0,1,0,0,0,0,1
AT4G17140,0,0,0,0,1,0,0,0,0,1
AT1G34040,0,0,0,0,1,0,0,0,1,1
AT5G20320,0,0,0,0,1,0,0,0,0,1
AT4G32420,0,0,0,0,1,0,0,0,0,1
AT5G16690,0,0,0,0,1,0,0,0,0,1
AT5G07780,0,0,0,0,1,0,0,0,1,1
AT3G14350,0,0,0,0,1,0,0,0,1,1
AT1G04120,0,0,0,0,1,0,0,0,0,1
AT2G22125,0,0,0,0,1,0,0,0,1,1
AT2G34357,0,0,0,0,1,0,0,0,0,0
AT2G17060,0,0,0,0,1,0,0,0,0,1
AT2G46980,0,0,0,0,1,0,0,0,0,0
AT2G47680,0,0,0,0,1,0,0,0,0,1
AT5G57740,0,0,0,0,1,0,0,0,1,1
AT4G29900,0,0,0,0,1,0,0,0,0,0
AT2G43100,0,0,0,0,1,0,0,0,1,1
AT2G32240,0,0,0,0,1,0,0,0,0,0
AT5G16750,0,0,0,0,1,0,0,0,1,1
AT2G33050,0,0,0,0,1,0,0,0,1,1
AT1G74710,0,0,0,0,1,0,0,1,1,1
AT3G50370,0,0,0,0,1,0,0,0,0,1
AT2G36910,0,0,0,0,1,0,0,0,0,1
AT2G02610,0,0,0,0,1,0,0,0,1,0
AT1G27921,0,0,0,0,1,0,0,0,1,1
AT2G35860,0,0,0,0,1,0,0,0,1,1
AT1G66430,0,0,0,0,1,0,0,0,1,1
AT4G11130,0,0,0,0,1,0,0,0,0,0
AT2G21440,0,0,0,0,1,0,0,0,0,0
AT1G32450,0,0,0,0,1,1,0,1,1,1
AT3G57660,0,0,0,0,1,0,0,0,0,1
AT5G03995,0,0,0,0,1,0,0,0,1,1
AT1G64330,0,0,0,0,1,0,0,0,0,0
AT1G67550,0,0,0,0,1,0,0,0,1,1
AT1G14610,0,0,0,0,1,0,0,0,0,0
AT5G11610,0,0,0,0,1,0,0,0,1,1
AT5G13170,0,0,0,0,1,0,0,0,1,0
AT5G67470,0,0,0,0,1,0,0,0,0,1
AT1G19835,0,0,0,0,1,0,0,0,0,0
AT1G17480,0,0,0,0,1,0,0,0,0,0
AT1G55430,0,0,0,0,1,0,0,0,1,0
AT2G20240,0,0,0,0,1,0,0,0,0,0
AT1G22220,0,0,0,0,1,0,0,0,1,1
AT2G01140,0,0,0,0,1,0,0,0,1,1
AT3G13560,0,0,0,0,1,0,0,0,0,1
AT1G55380,0,0,0,0,1,0,0,0,1,1
AT3G56960,0,0,0,0,1,0,0,0,0,1
AT1G72410,0,0,0,0,1,0,0,0,0,1
AT3G27070,0,0,0,0,1,0,0,0,0,1
AT1G64790,0,0,0,0,1,0,0,0,0,1
AT1G09090,0,0,0,0,1,0,0,0,1,1
AT5G41790,0,0,0,0,1,0,0,0,0,0
AT5G43630,0,0,0,0,1,0,0,0,1,1
AT5G67210,0,0,0,0,1,0,0,0,1,1
AT1G68470,0,0,0,0,1,0,0,0,0,1
AT3G02260,0,0,0,0,1,0,0,0,0,1
AT3G52140,0,0,0,0,1,0,0,0,0,1
AT1G33790,0,0,0,0,1,0,0,1,0,1
AT2G35340,0,0,0,0,1,0,0,0,0,0
AT5G51920,0,0,0,0,1,0,0,0,1,0
AT5G64420,0,0,0,0,1,0,0,0,1,1
AT4G20230,0,0,0,0,1,0,0,0,0,0
AT2G23100,0,0,0,0,1,0,0,0,0,0
AT2G47930,0,0,0,0,1,0,0,0,1,0
AT2G22610,0,0,0,0,1,0,0,0,0,0
AT1G74250,0,0,0,0,1,0,0,0,0,0
AT1G77030,0,0,0,0,1,0,0,0,1,1
AT4G35270,0,0,0,0,1,1,0,0,1,1
AT3G59100,0,0,0,0,1,0,0,0,1,1
AT3G54780,0,0,0,0,1,0,0,0,0,0
AT5G01660,0,0,0,0,1,0,0,0,0,0
AT1G29320,0,0,0,0,1,0,0,0,1,0
AT3G56870,0,0,0,0,1,0,0,0,0,0
AT5G10580,0,0,0,0,1,0,0,0,1,0
AT1G58250,0,0,0,0,1,0,0,0,0,1
AT1G16310,0,0,0,0,1,0,0,0,0,1
AT2G43650,0,0,0,0,1,0,0,0,0,0
AT1G79190,0,0,0,0,1,0,0,0,0,1
AT3G03380,0,0,0,0,1,0,0,0,0,1
AT3G21620,0,0,0,0,1,0,0,0,1,1
AT2G47700,0,0,0,0,1,0,0,0,0,1
AT2G38430,0,0,0,0,1,0,0,0,0,0
AT3G18090,0,0,0,0,1,0,0,0,0,1
AT3G22790,0,0,0,0,1,0,0,0,1,0
AT5G43160,0,0,0,0,1,0,0,0,0,0
AT1G68740,0,0,0,0,1,1,0,0,1,0
AT5G39785,0,0,0,0,1,0,0,0,0,1
AT5G45140,0,0,0,0,1,0,0,0,0,1
AT3G06530,0,0,0,0,1,0,0,0,0,1
AT5G67100,0,0,0,0,1,0,0,0,0,1
AT3G05900,0,0,0,0,1,0,0,0,1,0
AT5G04680,0,0,0,0,1,0,0,0,0,0
AT3G57330,0,0,0,0,1,1,0,0,1,1
AT5G15070,0,0,0,0,1,0,0,0,0,1
AT5G49110,0,0,0,0,1,0,0,0,0,0
AT3G15590,0,0,0,0,1,0,0,0,0,0
AT3G27120,0,0,0,0,1,0,0,0,0,0
AT1G36180,0,0,0,0,1,0,0,0,0,0
AT3G46990,0,0,0,0,1,0,0,0,0,0
AT5G40480,0,0,0,0,1,0,0,0,0,1
AT5G25820,0,0,0,0,1,0,0,0,1,1
AT4G27010,0,0,0,0,1,0,0,0,0,1
AT3G21560,0,0,0,0,1,0,0,1,0,1
AT3G62890,0,0,0,0,1,0,0,0,0,0
AT2G25730,0,0,0,0,1,0,0,0,0,1
AT1G01448,0,0,0,0,1,0,0,0,1,1
AT1G13800,0,0,0,0,1,0,0,0,0,1
AT4G00930,0,0,0,0,1,0,0,0,0,1
AT5G23110,0,0,0,0,1,0,0,0,0,1
AT1G02110,0,0,0,0,1,0,0,0,0,1
AT5G04540,0,0,0,0,1,0,0,0,0,1
AT5G17230,0,0,0,0,1,0,0,0,0,1
AT5G01840,0,0,0,0,1,0,0,0,1,1
AT1G79150,0,0,0,0,1,0,0,0,0,0
AT5G61480,0,0,0,0,1,0,0,0,0,0
AT1G59780,0,0,0,0,1,0,0,0,1,1
AT5G67550,0,0,0,0,1,0,0,0,1,0
AT5G60040,0,0,0,0,1,0,0,0,0,1
AT3G11450,0,0,0,0,1,0,0,0,0,1
AT3G13760,0,0,0,0,1,0,0,1,1,1
AT5G52280,0,0,0,0,1,0,0,0,0,0
AT2G41220,0,0,0,0,1,0,0,0,0,1
AT3G27510,0,0,0,0,1,0,0,0,1,1
AT2G40900,0,0,0,0,1,0,0,0,1,0
AT5G24740,0,0,0,0,1,0,0,0,0,1
AT5G49630,0,0,0,0,1,0,0,0,0,1
AT4G16807,0,0,0,0,1,0,0,0,0,0
AT2G34810,0,0,0,0,1,0,0,0,1,0
AT1G63100,0,0,0,0,1,0,0,0,0,1
AT5G10800,0,0,0,0,1,0,0,0,0,1
AT1G64530,0,0,0,0,1,0,0,0,1,1
AT1G62710,0,0,0,0,1,0,0,0,0,0
AT1G04778,0,0,0,0,1,0,0,0,0,0
AT1G68890,0,0,0,0,1,0,0,0,1,1
AT5G23380,0,0,0,0,1,0,0,0,0,1
AT3G11370,0,0,0,0,1,0,0,0,1,1
AT1G18910,0,0,0,0,1,0,0,0,1,1
AT1G58400,0,0,0,0,1,0,0,0,1,1
AT5G38340,0,0,0,0,1,0,0,1,1,1
AT4G00940,0,0,0,0,1,0,0,0,1,1
AT2G43140,0,0,0,0,1,0,0,0,1,1
AT1G69520,0,0,0,0,1,0,0,0,0,1
AT1G48090,0,0,0,0,1,0,0,0,0,1
AT1G05700,0,0,0,0,1,0,0,0,1,1
AT4G23540,0,0,0,0,1,0,0,0,0,0
AT1G01540,0,0,0,0,1,0,0,0,1,0
AT1G50580,0,0,0,0,1,0,0,0,1,1
AT1G71460,0,0,0,0,1,0,0,0,0,0
AT4G21070,0,0,0,0,1,0,0,0,0,1
AT5G52870,0,0,0,0,1,1,0,0,0,1
AT2G24762,0,0,0,0,1,0,0,0,0,0
AT2G46420,0,0,0,0,1,0,0,0,1,1
AT2G02690,0,0,0,0,1,0,0,0,1,1
AT5G17270,0,0,0,0,1,0,0,0,0,1
AT1G51270,0,0,0,0,1,0,0,1,1,1
AT1G20970,0,0,0,0,1,0,0,0,0,1
AT5G08010,0,0,0,0,1,0,0,0,1,0
AT3G26830,0,0,0,0,1,0,0,0,1,0
AT2G17930,0,0,0,0,1,0,0,0,0,1
AT4G13918,0,0,0,0,1,0,0,0,0,0
AT1G71010,0,0,0,0,1,0,0,1,1,1
AT5G67460,0,0,0,0,1,0,0,0,0,0
AT1G30080,0,0,0,0,1,0,0,0,0,1
AT2G46570,0,0,0,0,1,0,0,0,0,0
AT1G33080,0,0,0,0,1,0,0,0,1,1
AT4G21400,0,0,0,0,1,0,0,0,1,1
AT1G11330,0,0,0,0,1,0,0,1,1,1
AT1G73370,0,0,0,0,1,0,0,0,1,0
